Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;319086;"Wolfsfeld, Erich [Künstler:in]";"Italienischer Bettler mit Hut";;Druckgrafik;;"Mit Bleistift bez. rechts unten ""Erich Wolfsfeld"". Links unten im Eck auf der Blattvorderseite Vermerk ""9. Italienischer Bettler mit Hut"". Ohne Passepartout. Im Mai 1944 von der Gemäldegalerie der Stadt Mainz im Rahmen der Ausstellung ""Buchkunst und Graphik unserer Zeit"" an das Gutenberg-Museum Mainz verliehen, daher Vermerk der Laufnr. 48 von der Leihliste auf der Passepartoutrückseite.";"im September 1943 durch den OFP Hessen in Darmstadt an die Gemäldegalerie und das Altertumsmuseum der Stadt Mainz überwiesen, Finanzamts-Kenn-Nummer: M. St. 88/851. Wahrscheinlich im September 1942 vom Finanzamt Mainz nach der Deportation der Eigentümer beschlagnahmt. Die Identität des Eigentümers/der Eigentümerin (vermutlich ein Mainzer Sammler mit Spezialisierung auf Druckgraphik der Berliner Secession und der 1920er Jahre) konnte bislang nicht geklärt werden.";2006-11-03;"Landesmuseum Mainz
55116 Mainz
(06131) 28570
(0631) 285757
http://www.landesmuseum-mainz.de
Dorothee Glawe M.A. (Provenienzforschung)
dorothee.glawe@gdke.rlp.de";https://www.lostart.de/de/Fund/319086;
Suchmeldung;Einzelobjekt;576097;"Anicius Manlius Severinus Boethius [Autor:in]";"De consolatione philosophiae";"0800/0900 [Erscheinungsdatum]";Handschrift;"S 175 (alte Signatur: S 36)";"Pergament, 61 Blatt, 4°; Stempel 1";"nach 1802 Bibliothèque Nationale Paris, 1819 UB Bonn, Auslagerung, 1942/1943; Auslagerung, 1942/1943; nach dem 2. Weltkrieg als fehlend festgestellt
Auslagerung (Friesenhagen)";2018-03-07;"Adenauerallee 39-41
53014 Bonn
53014 Bonn
+49 228 73-7352
+49 228 73-7546
sekretariat@ulb.uni-bonn.de
http://www.ulb.uni-bonn.de
Dr. Michael Herkenhoff (Leitung Dezernat 5: Handschriften, Altbestand)
+49 (0) 228 737548
michael.herkenhoff@ulb.uni-bonn.de";https://www.lostart.de/de/Verlust/576097;
Suchmeldung;Einzelobjekt;451406;"Unbekannt (Deutsch) [Künstler:in]";"Eleonore von Österreich";"1595 [Datierung]";Malerei;"6850 ; 6397 (Inv.-Nr. 1905) ; 8412 (Inv.-Nr. 1922)";"Kat. Germanisches Nationalmuseum Nürnberg 1909, Nr. 666. Oben die Inschrift: Leonora Archiducissa Austriae Anno Aetatis XIII. M.D.XVC.";"Aus Schloß Neuburg a. d. Donau; als Dauerleihgabe der Bayerischen Staatsgemäldesammlungen im Germanischen Nationalmuseum Nürnberg im Zweiten Weltkrieg auf der Cadolzburg in Mittelfranken ausgelagert, Burg brannte am Ende des Krieges bis auf die Außenmauern nieder, gelagerte Kunstwerke mit sehr hoher Wahrscheinlichkeit zerstört";2012-02-13;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/451406;
Suchmeldung;Einzelobjekt;452968;"Unbekannt (Siam) [Künstler:in]";"Figur des liegenden Buddha";"1601/1800 [Datierung]";"Plastik / Skulptur";"Gundersheimer Gutachten S. 6, Nr. 3";"Buddha, ""in das Nirwana eingehend"", auf einem rechteckigem Ruhekissen. Profilierter, rechteckiger Lotossockel. Bronze mit Lackvergoldung.";"Auktion Ottmar Strauss bei Helbing Frankfurt (Main), Nr. 42, 6. November 1934, Lot 85, Abbildung Tafel 26";2012-04-02;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/452968;
Suchmeldung;Einzelobjekt;314688;"Unbekannt (Französisch / Limoges) [Künstler:in]
Court, Jean de (?) [Künstler:in]";"Zwei Emailplatten mit Mars und Minerva";"1551/1600 [Datierung]";"Kunsthandwerk / -gewerbe";;"Oval. Beide in einer Landschaft stehend. Mars mit Schwert und Schild, zu seinen Füßen Waffen. Minerva mit dem Gorgonenschild und Fahne. Farben teilweise translucid blau, grün, violett, ocker, weiß und gold gehöht. (Rand repariert.) Gerahmt. Die gleiche Darstellung auf dem Minervaschild von Jehan de Court in der Gal. d'Apollon, Louvre, Paris.";"Frankfurt (Main) / Verlust 1936";2006-06-23;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/314688;
Fundmeldung;Einzelobjekt;577311;"Kind, Friedrich ; Becker, Gottlieb Wilhelm [Herausgeber]
Johann Friedrich Gleditsch [Verlag]";"Taschenbuch zum geselligen Vergnügen auf das Jahr 1824";"1824 [Erscheinungsdatum]";Buch;"1.8° 594-1824";"1 Band";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577311;
Fundmeldung;Einzelobjekt;275108;"Schott [Verlag]";L'Ambassadrice;"1700-1900 [Zeitraum]";Notenblätter;"Mü. No. 42198/22 (Nr. d. Packliste)";;"Auslieferungsstempel: ""Prag bei Marco Berra""; vermutlich nach 1945 Zuweisung vom Offenbach Archival Depot";2003-02-27;"Universitätsbibliothek Johann Christian Senckenberg
Team Provenienzforschung
Bockenheimer Landstr. 134-138
60325 Frankfurt am Main
+49 (0) 69 798 39 223
+49 (0) 69 798 39 062
http://www.ub.uni-frankfurt.de
Bernhard Wirth (Projektleitung, Stabsabteilung Öffentlichkeitsarbeit)
+49 (0) 69 798 39 223
provenienzforschung@ub.uni-frankfurt.de";https://www.lostart.de/de/Fund/275108;
Suchmeldung;Einzelobjekt;447007;"Unbekannt (Italienisch / Urbino) [Künstler:in]";Majolikateller;"1539 [Datierung]";"Kunsthandwerk / -gewerbe";"4 (Fischer)";"rund, leicht gewölbt, bunt bemalt mit mythologischer Darstellung: ein bärtiger Krieger reicht auf seinem Speer Amor über einen Fluß zu einer Gruppe von Göttern hinüber. Auf der Rückseite diesbezügliche Inschrift: 1539 Methabo oltr' Am ase lació Camilla; Quelle: Galerie Fischer: Große Kunstauktion in Luzern. Sammlung Frau Hermine Feist, Wannsee u.a. am 20., 21., 23. und 24. Mai 1941. Luzern 1941. Katalognummer 4; Auktionsvertrag zwischen Dr. Hans Feist und Dr. Theodor Fischer vom 28.10.1940, in: Nachlaß Feist, in: Literaturarchiv Marbach; Abrechnung [...] über die verkauften Nummern an der Auktion vom 20./24.05.1941, in: Nachlaß Feist, in: Literaturarchiv Marbach";"Sammlung Feist; Auktion Fischer, Luzern 1941;verkauft für 150,- Fr.";2011-09-28;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/447007;
Suchmeldung;Einzelobjekt;310630;"Delacroix, Eugène [Künstler:in]";"Vue d`Algérie (Algerische Ansicht)";;Gemälde;"Los 126";;"Berlin / Auktionshaus Dr. Walther Achenbach, 13.10.1937";2005-10-11;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/310630;
Suchmeldung;Einzelobjekt;307863;"Unbekannt (Deutsch) [Künstler:in]";"Herkules mit nemäischem Löwen";"1945 [Zeitraum]
1501/1600 [Datierung]";"Plastik / Skulptur";;;"Verlustgeschichte: Safe der Dresdner Bank, Dresden 1945; bei Verlust verpackt im Koffer ""Continental Hotel""";2005-05-12;;https://www.lostart.de/de/Verlust/307863;
Suchmeldung;Einzelobjekt;584750;"Francia, Francesco [Künstler:in]";"Madonna met kind / Madonna mit Kind und Johannes dem Täufer";;Gemälde;"2303 (Goudstikker)";;"Haagerath, sold to Jacques Goudstikker, Amsterdam, before November 1929; looted by the Nazis, Amsterdam, July 1940; Hermann Göring; Central Collecting Point, Munich, 1945, no. 5277; restituted to The Netherlands, 1945; Stichting Nederlands Kunstbezit (SNK), The Hague; sale Fred. Mulller, Amsterdam, July 3, 1951; Verbleib unbekannt / whereabouts unknown.";2019-10-23;"Dr. Ewald Volhard (Ansprechpartner für Rückfragen in Deutschland) (Wantuch Thole Volhard Rechtsanwälte GbR)
+49 (0) 171 227 8411
volhard@wtv-art.com
Yaél M. Weitz (Ansprechpartnerin für Rückfragen weltweit ausgenommen Deutschland) (Freedman Normand Friedland LLP)
+1 646 974 0816
yweitz@fnf.law";https://www.lostart.de/de/Verlust/584750;"Archive/Archives: NL - Stadsarchief Amsterdam, Collection 1341, File 38: (= ""Blackbook""), p. 70; NL - Kunsthandel Pieter de Boer, Amsterdam, Archief Beelddocumentatie; Ausstellungen/Exhibitions: Catalogue des Nouvelles Acquisitions de la Collection Goudstikker. Exposées à Amsterdam, Heerengracht 458. Novembre - Décembre 1929, Cat. No. 37, No. 10, ill.; Stedelijk Museum Amsterdam. Italiaansche Kunst in Nederlands Bezit, 1 Juli - 1 October 1934. Amsterdam, 1934, No. 131"
Suchmeldung;Einzelobjekt;429258;"Leibl, Wilhelm Maria Hubertus [Künstler:in]";"Pallas Athene (auch Athena-Kopf aus Gips)";"1864-65 [Datierung]";Malerei;"47 (Lepke 1934); 416 (Lepke 1936); 162a (Lepke 1937); 245 (Union 1938)";"Lepke 1936: [D]er Gipsabguß der Büste vor rotem Hintergrund. Oel auf Papier, das auf Pappe geklebt ist. Gr. 56 x 45,5 cm. G.-R. Gemalt 1864-65, s. Emil Waldmann, Wilhelm Leibl, Berlin 1914, Nr. 20, Abb. 14. Rückseitig Bestätigung von August Splitgerber. Die Scheibe hat einen Sprung.Lepke 1937: Nach einem Gipsabguß der Büste. Roter Grund. Pappe. Größe 55 x 44 cm. G.-R. Mit Vermerk von August Splitgerber: Siehe: Emil Waldmann, Wilhelm Leibl, Berlin Nr. 20.Union 1938: Athenakopf aus Gips. Öl auf Papier, das auf Pappe geklebt ist. H. 56 cm, Br. 45 cm. Entstehungszeit: 1864/65. Der Hintergrund des Bildes wurde von dem Maler A. Splitgerber begonnen. Leibl malte den Kopf in einer Mittagspause in der Anschützschule. Rechts unten die nicht von Leibl herrührende Notiz: Von Leibl an der Akademie bei Anschütz gemalt. (Im Leibl-Werk von Emil Waldmann verzeichnet und abgebildet. Seite 146 bzw. Abb. 14.)Der Gipsabguß der Büste vor rotem Hintergrund. Rückseitig Bestätigung von August Splitgerber. Die Scheibe hat einen Sprung.Literatur: Rudolph Lepke's Kunsthaus-Auctions-Haus: Gemälde neuerer Meister der Sammlung St., Berlin, alte und neuere Gemälde aus Privatbesitz. Auktion vom 25.04.1934. Berlin 1934. Kat.Nr. 47; Rudolph Lepke's Kunsthaus-Auctions-Haus: Antiquitäten, Gemälde alter und neuerer Meister: Renaissance-, Barock-, Rokoko-Möbel, Gobelins des 17. Jahrh., Bronzen, Porzellane, Fayencen, Steinzeug, persische Teppiche, Kleinkunst, moderne Möbel: Herrenzimmer, Speisezimmer, Einzelmöbel, silberner Besteckkasten, Bechstein-Flügel. Auktion vom 12.-13.02.1936. Berlin 1936. Kat.Nr. 416; Rudolph Lepke's Kunsthaus-Auctions-Haus: Gemälde alter und neuerer Meister, Antiquitäten, Möbel und Kunstgewerbe. Auktion vom 04.11.1937. Berlin 1937. Kat.Nr.162a; Versteigerungshaus Union: Villen-Einrichtung und Kunstbesitz S[piro]: kompl. Zimmer, Einzelmöbel, Orient-Teppiche, Gemälde, Kunstgewerbe, Porzellan, Steinway & Sons-Flügel. Auktion vom 26.04.1938 in der Villa Berlin-Charlottenburg, An der Heerstraße 85. Berlin 1938. Kat. Nr. 245; Versteigerungshaus 'Union', Inh. Leo Spik, Auktion vom 26.04.1938, Auftrags-Nr. 2068 (Ellen Spiro). In: LAB, A Rep. 243-04 Nr. 61;Emil Waldmann: Wilhelm Leibl. Berlin 1914. Nr. 20, Abt. 14.";"Sammlung Bruno und Ellen Spiro, Hamburg; Auktion Lepke (2074), 25.04.1934, Kat.Nr.47; Käufer 1934: zurück; Auktion Lepke (2097), 12. und 13.02.1936, Kat.Nr. 416, nicht verkauft; Auktion Lepke (2116), 04.11.1937, Kat. Nr. 162a; Auktion Union, Berlin 26.04.1938, Kat. Nr. 245";2011-02-01;"Lothar Fremy (Rechtsanwalt)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/429258;
Suchmeldung;Einzelobjekt;237086;"Breydel, Karel [Künstler:in]";"Ein Kavallerie-Gefecht";;Malerei;5305;"In a mountainous country on the edge of a forest are fighting riders. Midst of the skirmish is a rider on a white horse and a rider in a turban, shooting from a bow.";;2001-08-08;"Tereshchenkivs'ka St. 15-17 (вул. Терещенківська 15/17)
01004 Kiew
+38 (044) 234 35 76
khanenkomuseum@ukr.net
http://www.khanenkomuseum.kiev.ua
Vira I. Vinogradova (Віра Іллівна Виноградова) (Generaldirektorin (Генеральний директор))
+38 (044) 234-35-76
museumkhanenko@gmail.com
Yelena Zhyvkova (Head of Department - European Painting)
+38 (044) 234 35 76
zhivkova@yandex.ru";https://www.lostart.de/de/Verlust/237086;
Suchmeldung;Einzelobjekt;446237;"Unbekannt (Deutsch) [Künstler:in]";Befehlshaberstab;"1560/1580 [Datierung]";Militaria;"PC 17548";;"Sammlung Prinz Carl, seit 1883 im Berliner Zeughaus";2011-09-19;"Stiftung Deutsches Historisches Museum
Unter den Linden 2
10117 Berlin
+49 (0) 30 203 040 
+49 (0) 30 20304543
info@dhm.de
http://www.dhm.de/
Dr. Brigitte Reineke (Leiterin Zentrale Dokumentation und Provenienzforschung)
+49 (0) 30 203 04406
reineke@dhm.de
Fritz Backhaus (Direktor Sammlungen)
+49 (0) 30 203 04200
backhaus@dhm.de
Prof. Dr. Raphael Gross (Präsident)
+49 (0) 30 203 04101
praesident@dhm.de";https://www.lostart.de/de/Verlust/446237;
Fundmeldung;Einzelobjekt;521675;"Oenicke, Clara Wilhelmine [Künstler:in]";"Bildnis Graf von Waldersee";"1871 [Datierung]";Gemälde;"G 2046";"verso: Bildträger Aufkleber o. M. „Georg Graf von Waldersee Oberst u. Kmdr. des G Gren. Reg. 4 / geb. 22. Oktober 1824 in Berlin/ gest. 30. Oktober 1870 bei ... / verm. mit Laura von Knoblauch“, Keilrahmen alte Inv.-Nr. ""C. 1769""";"„nach 1945 in Ivenack sichergestellt“";2014-09-26;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Fund/521675;
