Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;237431;"Ribera, Jose de [Künstler:in]";"Der Heilige Hieronymus";;Malerei;69;"An old bald man with a large grey beard at prayer, lying beneath a cliff. His legs are covered with drapery. On the ground before the Saint is a skull on an open book.";;2001-08-08;"Tereshchenkivs'ka St. 15-17 (вул. Терещенківська 15/17)
01004 Kiew
+38 (044) 234 35 76
khanenkomuseum@ukr.net
http://www.khanenkomuseum.kiev.ua
Vira I. Vinogradova (Віра Іллівна Виноградова) (Generaldirektorin (Генеральний директор))
+38 (044) 234-35-76
museumkhanenko@gmail.com
Yelena Zhyvkova (Head of Department - European Painting)
+38 (044) 234 35 76
zhivkova@yandex.ru";https://www.lostart.de/de/Verlust/237431;
Suchmeldung;Einzelobjekt;16275;"Witte, Emanuel de [Künstler:in]";"Das Picknick im Walde";;Malerei;"GK 87, St 452";;;2001-08-08;"Kulturhistorisches Museum
Magdeburg
Otto-von-Guericke-Str. 68-73
39104 Magdeburg
+49 (0) 391 540 3501
+ 49 (0) 391 540 3510
museen@magdeburg.de
http://www.khm-magdeburg.de/Home.html
Dr. Gabriele Köster (Direktorin der Magdeburger Museen)
+ 49 (0)391 540 35 01
Gabriele.Koester@museen.magdeburg.de
Dr. Karin Kanter (Graphische Sammlung)
Karin.Kanter@museen.magdeburg.de";https://www.lostart.de/de/Verlust/16275;
Suchmeldung;Einzelobjekt;237181;"Both, Andries [Künstler:in]";Rüpel;;Malerei;843;"Near a campfire under a wall are four tramps, one of them turned with his back to the viewer. To the right is a boy.";;2001-08-08;"Tereshchenkivs'ka St. 15-17 (вул. Терещенківська 15/17)
01004 Kiew
+38 (044) 234 35 76
khanenkomuseum@ukr.net
http://www.khanenkomuseum.kiev.ua
Vira I. Vinogradova (Віра Іллівна Виноградова) (Generaldirektorin (Генеральний директор))
+38 (044) 234-35-76
museumkhanenko@gmail.com
Yelena Zhyvkova (Head of Department - European Painting)
+38 (044) 234 35 76
zhivkova@yandex.ru";https://www.lostart.de/de/Verlust/237181;
Suchmeldung;Einzelobjekt;584873;"Hals, Frans [Künstler:in]
Maes, Nicolaes [Künstler:in]";"Adam van Hasevelt";;Gemälde;"2405 (Goudstikker)";"auf der Rückseite Aufkleber mit Inventarnummer und Siegel";"Sammlung J. Th. Spengler, Haarlem; de Vries, verkauft an Jacques Goudstikker, Amsterdam, vor April 1930; von den Nazis geraubt, Amsterdam, Juli 1940; Hermann Göring; Alois Miedl, Amsterdam; Verkauf Hans W. Lange, Berlin, 3./4. Dezember 1940, Nr. 76 als Zuschreibung an Frans Hals, verkauft an die Kunsthändlerin Maria Almas Dietrich, München, für RM 50.000,-; Von Alois Miedl an Julius Böhler zum Verkauf in Kommission übergeben, 10. Oktober 1957; kein Verkauf, daher an Miedl zurück, 6. März 1959; Verbleib unbekannt";2019-12-05;"Dr. Ewald Volhard (Ansprechpartner für Rückfragen in Deutschland) (Wantuch Thole Volhard Rechtsanwälte GbR)
+49 (0) 171 227 8411
volhard@wtv-art.com
Yaél M. Weitz (Ansprechpartnerin für Rückfragen weltweit ausgenommen Deutschland) (Freedman Normand Friedland LLP)
+1 646 974 0816
yweitz@fnf.law";https://www.lostart.de/de/Verlust/584873;"Archive/Archives: NL - Stadsarchief Amsterdam, Collection 1341, File 38: (= ""Blackbook""), p. 91; NL - Kunsthandel Pieter de Boer, Amsterdam, Archief Beelddocumentatie; NL - Rijksbureau voor Kunsthistorische Dokumentatie, Den Haag, RKD Beelddocumentatie; NL - Rijksbureau voor Kunsthistorische Dokumentatie, Den Haag, RKD Beelddocumentatie, Database; Archiv der Kunsthandlung Julius Böhler, Karteikarte K_043_057;Ausstellungen/Exhibitions: Catalogue des Nouvelles Acquisitions de la Collection Goudstikker. Exposée à Amsterdam, Herrengracht 458. Avril-Mei 1930, Cat. no. 38, no. 25, ill; Weltausstellung, 1935, Brüssel. Cinq siècles d'art, Exposition Universelle et Internationale de Bruxelles 1935. Brüssel, 1935, No. 727; Literatur/Literature: Weltkunst Verlag, Auktionsergebnisse vom 1. Juli 1940 bis 30. Juni 1941, Berlin, Paris, 1943; Jan Thomas Köhler: „Verlust wegen Konkurs und Todesfall“. Die Geschäftsbeziehung zwischen dem Kunsthandel J. Goudstikker, Amsterdam, und der Kunsthandlung Julius Böhler, München, S. 424-433, In: Cosima Dollansky, Christian Fuhrmeister, Birgit Jooss, Stephan Klingen, Anna-Lena Schneider (Hrsg.): Quelle und Kontext. Objekte, Akteure, Prozesse der Kunsthandlung Julius Böhler, 2024: Externer Link"
Suchmeldung;Einzelobjekt;453402;"Unbekannt (Persien) [Künstler:in]";Teppich;"1700/1899 [Datierung]";"Gebrauchs- / Raumtextilie";25597;"Teppich, Seide, Knüpftechnik, großer stil. Stern mit sich entwickelten sym. Blumenranken auf roten Grund, von 4facher Bordüre umnäht.";"Inventar 1899. Verbleib unbekannt.";2012-04-17;"Staatliche Kunstsammlungen Dresden
Kunstgewerbemuseum
Schloss Pillnitz
August-Böckstiegel-Straße 2
01326 Dresden
(0351) 2613 200
kgm@skd.museum
http://www.skd.museum/
Direktion
(0351) 2613 200
kgm@skd.museum";https://www.lostart.de/de/Verlust/453402;
Fundmeldung;Einzelobjekt;572640;"Boucher, Francois [Künstler:in]";"The Little Shepherd";"1744 [Datierung]";Zeichnung;B52.11.2012;"Object Name: Drawing";"Received through JRSO (Jewish Restitution Successor Organization)JRSO Number: 1744";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/572640;
Suchmeldung;Einzelobjekt;33096;"Albani, Francesco (1578) (Schule des) [Künstler:in]";"Taufe Christi";;Malerei;"GK I 1657";"Nach Landon (1812) Christus mit blauem Mantel; die Engel gelb. Johannes rot gewandet. Stark verkleinerte Variante nach dem Original in der Pinacoteca Nazionale. Bologna. mit einigen Abweichungen. vor allem rechts. und ohne den rundbogigen geschlossenen oberen Teil der Komposition mit dem segnenden Gottvater und Engeln in Wolken. Bereits im Inventar der Sammlung von Vincenzo Giustiniani 1638 als Schulwerk bezeichnet.";"1829 aus den Beständen der Sammlung Giustiniani in das Berliner Schloss. 1883 dort inventarisiert. 1909 im Gemäldevorrat Schloss Schönhausen. 1926 in das Berliner Schloss zurück.";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/33096;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 56"
Suchmeldung;Einzelobjekt;446933;"Unbekannt (Italienisch) [Künstler:in]";"Stehende Venus";"1501/1600 [Datierung]";"Plastik / Skulptur";"14 (Fischer)";"sich waschend. Der linke Fuß ist auf eine Urne hochgestellt; der linke Arm greift ins Haar; Quelle: Galerie Fischer: Große Kunstauktion in Luzern. Sammlung Frau Hermine Feist, Wannsee u.a. am 20., 21., 23. und 24. Mai 1941. Luzern 1941. Katalognummer 14; Abrechnung [...] über die verkauften Nummern an der Auktion vom 20./24.05.1941, in: Nachlaß Feist, in: Literaturarchiv Marbach.";"nicht verkauft";2011-09-28;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/446933;
Fundmeldung;Einzelobjekt;578104;"Kubin, Alfred [Künstler:in]";Winterlandschaft;"1932 [Datierung]";Druckgrafik;1745;"Aus ""Die Schaffenden"" (Euphorion-Verlag), Berlin, 1932, 2. MappeIn der Mitte der Zeichnung vier schneebdeckte Gebäude, rechts ein hoher Baum mit Nistkasten am Stamm; vorn sitzt ein Vogel auf einem Strauch; links stapft ein Mann durch den Schnee; im Hintergrund Tannenwald, am Himmel eine Vogelschar.RS: ""208"" sowie ""Esslingen 39774 Engelin"" (?).";"Ankauf am 04.02.1953 für die städtische Sammlung für 18 DM von Kunstkabinett Dr. Hans Hellmut Klihm, München.";2018-07-12;"Stadtmuseum Tübingen
Kornhausstr. 10
72070 Tübingen
+49 (0)7071 204 1711
+49 (0)7071 204 1797
stadtmuseum@tuebingen.de
http://www.tuebingen.de/stadtmuseum
Frau Daniela Übelhör (Sammlungsbetreuerin)
daniela.uebelhoer@tuebingen.de
Frau Wiebke Ratzeburg  (Leitung Stadtmuseum)
+49 (0)7071 204 1794
wiebke.ratzeburg@tuebingen.de";https://www.lostart.de/de/Fund/578104;
Fundmeldung;Einzelobjekt;577077;"Chodowiecki, Daniel [Autor:in]
Steinbruder, Charlotte [Herausgeber]
Vereinigung wissenschaftlicher Verleger Walter de Gruyter & Co. [Verlag]";"Briefe Daniel Chodowieckis an Anton Graff";"1921 [Erscheinungsdatum]";Buch;"1.8° 188";"1 Band (Provenienzmerkmal entfernt)";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/577077;
Suchmeldung;Einzelobjekt;71788;"Gebhard Kneip [Künstler:in]";"Kaiser Joseph II.";"1780 [Datierung]";Malerei;"GK I 1701";;"Stadtschloss Breslau (BRES)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/71788;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 271"
Suchmeldung;Einzelobjekt;307418;"Unbekannt (Chinesisch (Kangxi-Periode)) [Künstler:in]";Porzellan-Vitrine;"1500-1900 [Zeitraum]
1662/1722 [Datierung]";Möbel;;;"bis 1942 Sammlung Max Rüdenberg, Hannover; am 1. Juli 1942 konfisziert und im Januar 1943 versteigert bei Urban in Hannover";2005-04-25;;https://www.lostart.de/de/Verlust/307418;
Suchmeldung;Einzelobjekt;427801;"Unbekannt (Deutsch (Hamburg)) [Künstler:in]";"Traubenpokal mit Deckel";"1650 (um) [Datierung]";Gefäß;"238 (Graupe)";"Eiförmige, in regelmäßigen Reihen gebuckelte und auf dem Deckel von einem Weinstock bekrönte Kuppa, Auf dem hohen, mit gezogenen Buckeln verzierten Fuß ein weißsilberner Bacchusknabe als Schaft. Beschau R3 2341. Meisterzeichen aufrechter, nach links schreitender Bär oder Löwe. (Nicht bei R.) Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 238; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): Dr. Schucht, 1850,-";2010-12-09;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/427801;
Suchmeldung;Einzelobjekt;419572;"Lisiewski, Christian Friedrich Reinhold von [Künstler:in]";"Leopold II. Maximilian von Anhalt-Dessau (1700-1751)";;Gemälde;633;"Sohn des Leopold Fürst von Anhalt-Dessau";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss, eingelagert im Schlosstresor, [...], Rückgewinnung durch gütliche Einigung.
Status
gütliche Einigung";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/419572;
