Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;565743;"Zumbusch, Ludwig von [Künstler:in]";"Knabe und Mädchen, Äpfel aufsammelnd";;Gemälde;mü2358/1;"Signatur: L. v. Zumbusch; Links das Mädchen mit Korb sich nach dem am Boden knienden Jungen (im Profil nach links) umsehend. Knabe schaut nach vorn. Links der Baum.";;2016-12-13;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/565743;
Fundmeldung;Einzelobjekt;572743;"Dorst [Künstler:in]";Untitled;;Zeichnung;B52.11.2060;"Object Name: DrawingOne of 38 sketches.";"Received through JRSO (Jewish Restitution Successor Organization)JRSO Number: 4422/5";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/572743;
Suchmeldung;Einzelobjekt;571761;"Mohn, Samuel [Künstler:in]";"Zylindrischer Becher";"1813 [Datierung]";"Kunsthandwerk / -gewerbe";;"bunt emailliert, mit Ansicht von Dresden mit Schloß, Hofkirche und der gesprengten Augustusbrücke und der Inschrift: Dresden / am 19. März 1813; bezeichnet (links): A. V. p x; (rechts): S. Mohn fec. Stiefmütterchenbordüre und gelber Rand. Dresden, 1813. Arbeit des Samuel Mohn. Literatur: Auktionskatalog Hans W. Lange, Wertvolles Kunstgewerbe, Berlin, 19.-21. Mai 1941, S. 59. Nr. 234, Taf. 37 (DOI: Externer Link)";"Sammlung Dr. Wilhelm Dosquet, Berlin, Auktion Hans. W. Lange, Berlin, Mai 1941";2017-11-15;"Dr. Sibylle Ehringhaus
ehringhaus@revidet.de";https://www.lostart.de/de/Verlust/571761;
Fundmeldung;Einzelobjekt;220709;"Schwind, Moritz von [Künstler:in]";"Die Nymphe Krokowa im Walde sitzend";;Malerei;mü8895;"Vor einem kleinen Wasser im Profil nach rechts sitzend, von rechts ein Hasenkopf.";"aus der Sammlung Exzel. R. v. Kühlmann, Berlin, über Kunsthändlerin Almas-Dietrich, München, an das Dt. Reich ""Sonderauftrag Linz"" verkauft";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/220709;
Suchmeldung;Einzelobjekt;233008;"Drentwett, Abraham (2), Augsburg; mehrheitlich von [Künstler:in]";"Teil einer Tafelgarnitur";"1500/2000 [Zeitraum]
1695/1705 [Datierung]";"Kunsthandwerk / -gewerbe";;"Teil einer 17-teiligen Tafelgarnitur: Diana mit dem Hirschen und Hund auf einem Sockel.";"Verlustgeschichte: Der sogenannte Dessauer Silberschatz war zum größten Teil in Banktresoren in Ballenstedt (Kreissparkasse, Allgemeine Deutsche Kreditbank und Ascherlebener Bank) ausgelagert. Die Tresore wurde noch 1945 von der sowjetischen Besatzungsstreitkräften überprüft und wahrscheinlich im Anschluß in die ehemalige UdSSR abtrabsportiert. Ob amerikanische Besatzungsstreitkräfte zuvor die Tresore bzw. deren Bestände angesehen oder mitgenommen haben, ist z.Zt. nicht bekannt. Im Ausstellungskatalog ""Deutsches Barock und Rokoko"" Darmstadt 1914 von Georg Biermann Leipzig 1914 unter der Nr. 577 aufgeführt und abgebildet.";2001-08-08;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/233008;
Suchmeldung;Einzelobjekt;32875;"Hampe, Karl Friedrich [Künstler:in]";"Kreuzgang - Klosterhalle";;Malerei;"GK I 1296";"Bezeichnet rechts bei der Steinbank: ""C Fr. Hampe/1828""";"Schloss Berlin (B-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/32875;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 210"
Fundmeldung;Einzelobjekt;220583;"Lenbach, Franz von [Künstler:in]";"Bildnis der Gräfin Korky";"1884 [Datierung]";Malerei;mü7741;"Signatur: F. Lenbach/1884; Halbfigur sitzend nach rechts, Kopf zum Beschauer, mit Haarschmuck. Die Linke lässig liegend.";"Ankauf aus dem Kunsthistorischen Museum in Wien für die Bremer Werkschau GmbH im März 1944, von dort an den ""Sonderauftrag Linz""";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/220583;
Suchmeldung;Einzelobjekt;308092;"Unbekannt (Deutsch) [Künstler:in]";"Ein Paar Eisvögel";"1740 (um) [Datierung]";Kleinkunst;"Auktionskatalog Graupe Teil 1/340";"Ein Paar Eisvögel auf hohen, mit Blättern belegten Felssockeln. Natürliche Bemalung. Brust lachsfarben und ocker, das übrige Gefieder apfelgrün, stahlblau und resedagrün. Montiert auf vergoldeten Bronzesockeln der Louis XV-Zeit. Schnäbel gekittet. Meißen.";"Am 25. und 26. Januar 1935 (Teil 1) bzw. am 26. und 27. April 1935 (Teil 2) bei Paul Graupe, Berlin, versteigert.";2005-05-20;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/308092;
Suchmeldung;Einzelobjekt;484474;"Richter, Gustav [Künstler:in]";"Bildnis des Ratszimmermeisters J.H. Richter";"1830 [Datierung]";Malerei;"XI 28687";"Blick dem Beschauer zugewandt, Haare ins Gesicht gekämmt, Bartkoteletten, in dunkelgrünem Rock aus eine gelbe Weste mit hochstehenden Kragen hervorsieht, weiße weiche Halsbinde und Fichu. Rechte Hand in den Rock geschoben. J.H. Richter, gest. 1849, seit 1838 Stadtzimmermeister, Hofzimmermeister d. Prinzen Wilhelm (Wilhelm I), Vater des Malers";"Ankauf durch Vermittlung von Direktor Stenzel des Archiv und Bibliothek der Stadt Stuttgart, Rathaus, 15.05.1939; Kriegsverlust";2014-03-12;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/484474;
Suchmeldung;Einzelobjekt;5000005619;;"Allegorie auf die Genesung Karl Theodors (""Genesungsgruppe"")";;Kleinkunst;"PS 667";;;2006-12-12;"Historisches Museum der Pfalz
Speyer
Domplatz 4
67346 Speyer
67324 Speyer
0049 6232 13250
0049 6232 132540
info@museum.speyer.de
http://www.museum.speyer.de
Sabine Kaufmann
06232-1325618
sabine.kaufmann@museum.speyer.de
Simone Heimann
06232-1325612
simone.heimann@museum.speyer.de";https://www.lostart.de/de/Verlust/5000005619;
Suchmeldung;Einzelobjekt;127525;"Elliger, Ottmar (der Ältere) [Künstler:in]";"Blumen und Früchte mit blauer Schleife";"1645/1679 [Datierung]";Malerei;"Gal.-Nr. 1228";"Bez.: Ottmar Elliger . F . A . 16 …";"1727 von der Leipziger Messe.Inv. 1722-1728.";2001-08-08;"Staatliche Kunstsammlungen Dresden 
Gemäldegalerie Alte Meister 
Zwinger
Theaterplatz 1
01067 Dresden
+49 (0)351 4914 6679
AlteMeister@skd.museum
https://www.skd.museum/ 
Direktion
+49 (0)351 4914 6679";https://www.lostart.de/de/Verlust/127525;"Marx, Harald (Hrsg.). Gemäldegalerie Alte Meister Dresden. Illustriertes Gesamtverzeichnis Bd. II, Köln 2005, S. 713."
Fundmeldung;Einzelobjekt;576993;"Gronemann, Sammy [Autor:in]
Jüdischer Verlag [Verlag]";"Schalet , Beiträge zur Philosophie des ""Wenn schon""";"1927 [Erscheinungsdatum]";Buch;"1.8° 15";"1 Band (Provenienzmerkmal entfernt)";"ETG (Edith und Georg Tietz) - Berlin; Arisierung 1934, Emigration 1937, Enteignung 1942; via Reichstauschstelle in Stadtbibliothek Bautzen";2018-05-07;"Stadtbibliothek Bautzen
Schloßstraße 10
02625 Bautzen
03591 534-850
stadtbibliothek@bautzen.de
http://www.bautzen.de/stadtbibliothek.asp";https://www.lostart.de/de/Fund/576993;
Suchmeldung;Einzelobjekt;477390;"Unbekannt (Italienisch/Art des Pannini) [Künstler:in]";Ruinenbild;"1601/1700 [Datierung]";Malerei;;"WGA-Akte Stavenhagen unter Nr. 27; Firma Brasch & Rothenstein an SNK vom 02.07.1947. In: NL-HaNA, Stichting Nederlands Kunstbezit (SNK), 2.08.42, Nr. 170 (Quelle)";"Palazzo Chigi-Odescalchi, Rom; Sammlung Julius Stavenhagen; Sammlung Dr. Kurt und Lore Stavenhagen; 1944 Beschlagnahme des Umzugsgutes, einschließlich der Kunstobjekte, bei der Fa. Brasch & Rothenstein, Freihafen Amsterdam, durch Sicherheitspolizei";2013-09-30;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/477390;
Suchmeldung;Einzelobjekt;121644;;"Anbetung der Könige";;Zeichnung;40/518;;"H. Beckmann (L. 2756a)";2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/121644;"Baldin, Viktor: Liste der Kunstwerke aus dem Besitz der Kunsthalle Bremen, die der Autor nach dem Krieg nach Moskau brachte; Manuskript (maschinenschriftlich ?) in der Kunsthalle Bremen; ca. 1989 Nr. 36/36."
Suchmeldung;Einzelobjekt;453085;;"Junger Mann mit einem Korb voller Blumen";;Malerei;"CK 9837";Miniatur;"Kunstsammlung Dr. Adolph Schwarzenberg, Schloss Český Krumlov (Böhmisch Krumau); 1940 von der Gestapo beschlagnahmt; momentaner Aufbewahrungsort Schloss Český Krumlov (Böhmisch Krumau)";2012-04-03;;https://www.lostart.de/de/Verlust/453085;
Suchmeldung;Einzelobjekt;222341;"Reinhart, Hans (der Ältere) [Künstler:in]";"Die Embleme Kaiser Karls V.";"1552 [Datierung]";"Medaille / Plakette";1925024;"Ovaler Anhänger. Vs.: Kruzifix auf Reichsadler, darüber die Kaiserkrone. Unten ein Pelikan mit seinen Jungen, darunter ein Schriftband mit Signatur und Jahreszahl H 15 · 52 R und der Inschrift VIDI in der Mitte. Rs.: Oben die Kaiserkrone und der Orden vom Goldenen Vlies. Darunter die Säulen des Herkules, umschlungen von einem Schriftband mit PLVS OVLTRE. Zwischen den Säulen die Signatur HR (ligiert). Beidseitig ringsum ein Blätter- und Fruchtkranz. Oben ein Engelsköpfchen, darüber die Tragöse. Die erhabenen Partien sind vergoldet, die Felder tiefblau emailliert. Nach Habich befindet sich ein Nachguß im Budapester Museum, sonst ist kein weiteres Exemplar bekannt. Arbeit aus der Werkstatt Reinharts?";"Kauf von Ad. E. Cahn, Frankfurt/M., aus der Auktion Mueller-Lebanon, Nr. 101";2001-08-08;"GRASSI Museum für Angewandte Kunst 
Johannisplatz 5-11
04103 Leipzig
+49 (0) 341 - 22 29-100
grassimuseum@leipzig.de 
https://www.grassimak.de/
Dr. Thomas Rudi (Kurator Historische Sammlung)
+49 (0) 341 - 22 29-108
thomas.rudi@leipzig.de";https://www.lostart.de/de/Verlust/222341;
Suchmeldung;Einzelobjekt;527151;"Porzellanmanufaktur Meissen [Manufaktur]";"Großer Walzenkrug";"1747 (um) [Datierung]";Gefäß;"238 (Schnorr von Carolsfeld)
Por. 388 (Mannheimer)
Mü 1570/6
320 (Muller & Cie)";"Schnorr von Carolsfeld: mit silbernem Deckel und Fußbeschlag. Bemalung: Umlaufender bunter Fries von Chinesenfiguren auf eigelb und maigrün gestreiftem, schwarz konturiertem Bodenstreifen. Links ein promenierendes Paar: Der Mann erhebt die Hände und redet auf die Frau ein, die vorausschreitet, den Kopf zurückwendet und einen geschlossenen Fächer ans Kinn hält. An der StImseite ein aus Laube, Türmchen und Erker bestehender Pavillon mit Gitterfenstern, Rosettenmuster und zierlichen Aufsätzen. Links und rechts davon Balustraden und blühende Bäume. Auf der rechten weißen Balustrade minutiös gemalte Chinoiserie, dahinter ein Papagei auf bemoostem Baumstumpf. An beiden Enden des Frieses felsige Erhöhungen mit blühendem Strauchwerk und Blumen. Die Gesichter in Grau, Schwarz und Eisenrot getupft, die Gewänder in Eisenrot, Eigelb, Grauschwarz, Purpurviolett und Braunrot. Die Sträucher in Eisenrot und Purpurviolett, die Baumstämme in Grauschwarz, der Pavillon in Purpurviolett und Eisenrot. Unterm Lippenrand Goldstreifen und Goldspitzenbordüre aus Flachbogen, Blütensternen und Punktrosetten. Der abgeflachte Silberdeckel mit passigem Rand und durchbrochenem Griff. Um 1747. Ohne Marke. Die Malerei aus der gleichen Hausmalereiwerkstatt wie Nr. 237 und 239. - Auf dem Scharnierband: Dresdener Beschau und Jahresbuchstabe X für das Jahr 1747 (oder 1723, was unwahrscheinlich ist), ferner das Meisterzeichen IMW im Oval = Johann Michael Wecker, Meister 1716, erwähnt bis 1743 oder 1749. VgI. Rosenberg, Merkzeichen, 3. A., II. 1923, Nr. 1773.Muller & Cie: Walzenkrug mit polychromen und goldenen Dekor. Ein chinesisches Paar vor einem Pavillon in einem Park. Deckel aus Silber, Fuß in Silber gefaßt. Zwei kleine Abplatzungen. Höhe 20,5 cm. [ohne Angabe der Provenienz Oppenheimer]Lit.:• Julius Schnorr von Carolsfeld: Sammlung Margarethe und Franz Oppenheimer: Meissener Porzellan. Berlin 1927.• US – NARA, RG 260. M1946. Administrative records, correspondence, denazification orders, custody receipts, property cards, Jewish restitution claim records, property declarations, and other records from the Munich CCP. Roll 145. Restitution Research Records. Mannheimer Collection: Catalog, Volume II.• US - NARA, RG 260. M1946. Photographs of art objects stolen by the Nazis from the Linz Museum and other collections in Europe. Roll 276-281. Photographs Taken by the Munich Central Collecting Point, OMGUS, of Artworks Appropriated by Germany during World War II. • Porselein-Mannheimer bestemd voor de verkoop. In: NL - HaNA, 2.08.42. - SNK, Stichting Nederlands Kunstbezit, Nr. 565 - Stukken betreffende de verkoop van kunstvoorwerpen die behoren tot de Mannheimer collectie op de veiling van 14 oktober 1952, 1952.• Frederick Muller & Cie:Catalogue de tableaux, antiquités, objets d'art provenant de la collection du Dr. F. Mannheimer, 14.-21.10.1952. Amsterdam 1952.";"Sammlung Dr. Franz und Margarethe Oppenheimer, Berlin und Wien, - 1927 - 1938 (um) -Sammlung Dr. Fritz Mannheimer, Amsterdam 1938 (um) -sichergestellt durch Dienststelle Mühlmann für Sonderauftrag Linz, 1941 -CCP MünchenRestitution an die Niederlande, Amsterdam Rijksmuseum AmsterdamAuktion Muller & Cie, Amsterdam 14.-21.10.1952, Lot 320";2015-05-08;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/527151;
Fundmeldung;Einzelobjekt;318966;"Mécou, Joseph [Künstler:in]
Houdon, Jean Antoine (nach) [Künstler:in]";"Napoleon I.";"1801/1899 [Datierung]";Druckgrafik;;"Bez. unten mittig: "" Dessiné et gravé par Mécou d'après le buste de Houdon"". Bildunterschrift in der Platte: ""Imperatori Francorum Primo, Nulli Romanorum Secundo, Napoleoni Magno."" Ohne Passepartout. Auf der Blattrückseite Bleistiftnotiz ""34L"" oben links im Eck.";"Vermutlich 1941/42 vom Finanzamt Mainz an die Kupferstichsammlung der Gemäldegalerie der Stadt Mainz überwiesen. (Die Datierung der Überweisung ist nicht komplett gesichert, da sie nur durch eine maschinenschriftliche Liste überliefert ist, die 1943 erstellt und handschriftlich auf das Jahr 1941/42 zurückdatiert wurde). Es liegen keinerlei Hinweise zur Vorprovenienz vor.";2006-11-03;"Landesmuseum Mainz
55116 Mainz
(06131) 28570
(0631) 285757
http://www.landesmuseum-mainz.de
Dorothee Glawe M.A. (Provenienzforschung)
dorothee.glawe@gdke.rlp.de";https://www.lostart.de/de/Fund/318966;
