Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;453619;"Unbekannt [Künstler:in]";Kaffee-Teeservice;"1905 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"K 39/1191";"Kaffee-Teeservice, 5-teilig: Platte - oval, schmaler Rand mit zwei Henkeln und erhaben gearbeiteten Pflanzenornamenten in der Mitte (58 x 39 cm); Kanne - birnenförmige Leibung mit eingezogenem Fuß und Hals, Ausgußrohr, Henkel und Scharnierdeckel / alle Teile mit Pflanzenornamenten (H 25,5 cm B 25,5 cm); Kanne - Leibung bauchiger (H 21,5 cm B 26 cm); Milchkännchen - schnabelförmiger Ausguß und Henkel, Fuß eingezogen, Pflanzenornamente (H 11 cm B 13,5 cm) Zuckerdose mit Deckel - beiderseitig gehenkelt (H 16 cm B 17,5 cm); Silber, 3.300 Gramm / alle 5 Objekte tragen den Reichsstempel";"Clothilde Höchstädter - 2. Februar 1940 Städtischen Leihamt, München, 165 RM
Status
restituiert";2012-05-14;"Münchner Stadtmuseum
St.-Jakobs-Platz 1
80331 München
(089) 23322370
(089) 23325033
stadtmuseum@compuserve.com
http://www.muenchner-stadtmuseum.de
Frau Dr. Regina Prinz (Provenienzforschung)
+49-(0) 89-233-27392
regina.prinz@muenchen.de";https://www.lostart.de/de/Fund/453619;
Suchmeldung;Einzelobjekt;576422;"Unbekannt (Englisch (London)) [Künstler:in]";"Holzgeschnitztes Uhrgestell mit Uhr";;Uhr;"312 (Hahn 1940)";"Holzgestell gebildet von einem Elefanten, auf dessen Rücken sitzend zwei jugendliche Faune, die einen hohen Aufbau tragen, auf dessen Sockel links Figur des Chronos und rechts geflügelter Putto. Darüber in Rokoko-Kartusche die eigentliche Uhr und als Bekrönung zwei Putten mit Blumenvase. Die Uhr bezeichnet: Godfrie Poy, London. Höhe einschließlich Louis XVI.-Sockel 58 cmQuelle: Kunsthaus Heinrich Hahn: Sammlung V. O., Gemälde, Möbel des 18. Jahrhunderts, Metallarbeiten, aus verschiedenem Privatbesitz, Gemälde alter Meister, Gemälde und Handzeichnungen. Auktion vom 07.-08.05.1940 (Katalog Nr. 61). Frankfurt a. M. 1940. Kat. Nr. 312.";"Sammlung Rudolf von Goldschmidt-Rothschild, Frankfurt a.M./Königstein i.T. - 1939 (um); Beschlagnahme Finanzamt Berlin-Mitte, 1939 (um); Sammlung Georg von Opel, Königstein April 1939 (nach) - 07./08.05.1940; Auktion Hahn, Frankfurt a. M. 07.-08.05.1940, Lot 312; Verbleib unbekannt";2018-03-23;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/576422;
Suchmeldung;Einzelobjekt;419776;"Tilius, Johannes Jan [Künstler:in]";"Am Tische sitzender Tabakraucher";;Gemälde;915;"Im Hintergrund ein Vorgang und ein Gemälde an der Wand";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/419776;
Fundmeldung;Einzelobjekt;582281;"Unbekannt (Flämischer Meister) [Künstler:in]";"Fest im Freien";"1601/1650 [Datierung]";Malerei;BM00274/ST;"Im Bildhintergrund befindet sich ein weißes Schloss mit hohen Türmen, das von Wassergräben umgeben ist. Davor ist eine weitläufige Gartenanlage im Stile der Renaissance mit weiteren Wassergräben, Bäumen, Hecken und Pergolen dargestellt. Auf den Kanälen fahren einige Gondeln. In den Parkanlagen flanieren hunderte Kavaliere und Damen. Die Rückseite des auf Kupfer gemalten Bildes war ursprünglich paketiert. Die Paketierung und der Originalrahmen wurden im Rahmen einer Restaurierung wohl 1981 entfernt. Von diesem Motiv zirkulieren zahlreiche Versionen im Kunsthandel (Dokumentation RKD, Den Haag), die häufig der Werkstatt oder dem Umkreis von David Vinckboons (1576–1632) zugeordnet werden. Auch im Musée des Beaux-Arts d'Orléans befindet sich eine Version (Bildtitel: Liebesgarten) dieses Motivs. Die Existenz eines verschollenen Werks von Vinckboons, auf das die Komposition zurückgeht, lässt sich bisher nicht nachweisen. Siehe hierzu: Klaus Ertz/Christa Nitze-Ertz: David Vinckboons 1576–1632. Monographie mit kritischem Katalog der Zeichnungen und Gemälde, Lingen 2016, S. 16–22 u. 376.";"Möglicherweise auf der Auktion bei Rudolph Lepke am 24. Mai 1910 unter der Los-Nr. 88 als Werk von David Vinckboons angeboten (Bildtitel „Fest im Freien“, Trägermaterial Kupfer und Maße stimmen überein). 1940 auf der Auktion vom 18. bis 20. Juni 1940 bei Hans W. Lange als Los-Nr. 79 (Chiffre „A.F. Grunewald“) angeboten und vermutlich durch Dr. Jakob Koerfer 1902–1990 erworben. Auf der Auktion bei Hans W. Lange vom 27. bis 29. Januar 1943 durch diesen als Los-Nr. 31 eingeliefert und vom Direktor des Bomann-Museums erworben.";2019-02-06;"Bomann-Museum Celle
Schlossplatz 7
29221 Celle
(05141) 12372
(05141) 12535
http://www.bomann-museum.de
Christopher M. Galler M. Ed. (Wissenschaftlicher Mitarbeiter)
+49 5141 124505
Christopher.Galler@Celle.de
Stefan Daberkow (Museumsdirektor)
+49 5141 124501
stefan.daberkow@celle.de";https://www.lostart.de/de/Fund/582281;
Suchmeldung;Einzelobjekt;587044;"Fritsch, Melchior [Künstler:in]";"Ansicht von Frankfurt a. M.";"1878 [Datierung]";Aquarell;;"Hahn 1940: von Südwesten gesehen, im Hintergrund der Dom und die Brücke. Bezeichnet: M. Fritsch 1878. gerahmt; Hahn 1948: ""1 Aquarell von Fritsch Ansicht von Frankfurt a.M. Mainufer """;"Sammlung Albert von Goldschmidt-Rothschild, Frankfurt a. M.; Auktion Kunsthaus Heinrich Hahn, Frankfurt a.M. 03.-05.12.1940 (Einlieferer 472, Dr. B. für Albert von Goldschmidt-Rothschild), Lot 43; Verbleib unbekannt";2020-04-24;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/587044;"Kunsthaus Heinrich Hahn: Ehemalige Sammlung Frh. v. G. R. und Sammlung Gräfin G., Sammlung aus dem Nachlaß eines Gesandtschaftsattachés, Ostasiatica, aus verschiedenem Privatbesitz. Auktion vom 03.-05.12.1940. Frankfurt a. M. 1940; Städtische Museen Wetzlar, Dr. Hansjörg Pötzsch: Ermittlung der Provenienz von zwei Werken aus der Sammlung Lemmers-Danforth: Tischuhr in Form eines Elefanten und sog. Spieltisch der Diane de Poitiers. Wetzlar 2016. S.11-12; US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 18. Art Dealers In Hesse, Hahn, Margarete-Frankfurt. Blatt 6, 47, 42-45, Nr. 77"
Suchmeldung;Einzelobjekt;229008;;"Große Deckelvase";"1730/1735 (um) [Datierung]";Gefäß;III-64;"Schlanker eiförmiger Körper ohne Fuß mit leicht konisch geweitetem Hals. Sehr hoher gewölbter Deckel mit überkragendem abfallenden Rand und spitzem Knauf. Glasur am Halsrand verschliffen, vermutlich ausgebrochenes Stück ergänzt. Dekor mit indianischen Blütenzweigen, Halsansatz, Deckelrand, Knaufrand und -spitze vergoldet. ""AR""-Marke. (Höhenangabe = mit Deckel) Meissener Porzellan mit Schmelzfarbenbemalung";"ehem. königlich sächsischer Besitz; Die Sammlung von Porzellanen ist gemeinsam mit Teppichen, Ausstattungsgegenständen der Porzellangalerie und wissenschaftlichem Material (10 Kisten) in gesamt 1211 Kisten an 16 verschiedene Orte ausgelagert worden. Die Auslagerungsorte, zum Teil Schlösser und Gutshäuser dienten nach 1945 als Flüchtlingsunterkünfte. Da ein Teil der Sammlung später von Privatpersonen zum Kauf angeboten beziehungsweise in Privatnachlässen gefunden worden ist, wird vermutet, daß ein Teil der Verluste auf Plünderungen und Zerstörung zurückzuführen ist. Laut Verlustmeldung der Porzellansammlung von 1991 wird auch ein Teilabtransport in die Sowjetunion nicht ausgeschlossen.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Porzellansammlung
Theaterplatz 1
01067 Dresden
(0351) 4914 6627
ps@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 6627
ps@skd.museum";https://www.lostart.de/de/Verlust/229008;
Fundmeldung;Einzelobjekt;583763;"Unbekannt (Deruta, Italien) [Künstler:in]";Teller;"1490/1510 [Datierung]";Gefäß;10437;"Majolika, Scherben rötlich, weich. Bläulich weiße Glasur. Bemalung in Blau und Grüngelb mit Lüster; Runder, flacher Teller mit breitem Rand, flach gehöhlte Mitte. Bemalung: In der Spiegelmitte Schriftband ""GIVLIVA.B."", Schuppenmuster und unterschiedlich breite ringförmige Bänder";"o.D./o.D., unbekannter Eigentümer/Besitzer; o.D/1943-10, Kunsthandlung Garabet-Kevorkian, Rue de l'Echiquier 40, Paris; seit 1943-10, Museum für Kunsthandwerk (Museum Angewandte Kunst), erworben im Tausch von der Kunsthandlung Garabet-Kevorkian, Paris";2019-07-19;"Museum für Angewandte Kunst
Schaumainkai 17
60594 Frankfurt (Main)
(069) 2123 4037
(069) 2123 0703
info.angewandte-kunst@stadt-frankfurt.de
http://www.museumangewandtekunst.de/
Wagner K, Matthias
(069) 212-34037
info.angewandte-kunst@stadt-frankfurt.de";https://www.lostart.de/de/Fund/583763;
Suchmeldung;Einzelobjekt;55230;"Weitsch, Friedrich Georg (zugeschrieben) [Künstler:in]";"Friedrich Wilhelm II.";;Malerei;"GK I 8378";;"Schloss Königsberg (KÖ-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/55230;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 572-573"
Suchmeldung;Einzelobjekt;415833;;"Große, schlankbauchige Vase mit enger Mündung";"960/1279 [Datierung]";Gefäß;;"Olivbraune Glasur und ausgekratzte Päonienranken auf der Leibung. Tz`u-chou-yao. Sung.";"Zwangsversteigerung: Die Bestände der Firma Dr. Otto Burchard & Co., Berlin, in Liquidation, Auktionskatalog Paul Graupe, Berlin, Versteigerung 140, 22. und 23. März 1935, Losnummer 110.";2009-11-24;"Pierre-Yves Samson (Nachtragsliquidator)
liquidator@oppenheimer.legal";https://www.lostart.de/de/Verlust/415833;
Fundmeldung;Einzelobjekt;578263;"Treffler, Joh. Christoph (1) [Künstler:in]";"Becher mit Widmungsinschrift zur Geburt";"1691 (um) [Datierung]";Gefäß;64/42;"Funktion: PatenbecherDarstellung: BlattkranzBefund: Auf der Unterseite des Bodens: Meisterzeichen 'CT in Kreis', für Johann Christoph I Treffler (Meister um 1680, gest. 1722); Beschauzeichen 'Pyr', für Augsburg, 1689-1692; Tremolierstich; eingeritzte Ziffer ""4"" (unbekanntes Nummernsystem); handschriftlich mit schwarzer Farbe ""64/42"" (Inv.-Nr. des Bayerischen Nationalmuseums). Auf der Außenseite der Wandung: gravierte Widmung ""A: 1691 / den 4 May abents / zwischen 5 u: 6 / uhr ist geboren worden / Georg / Christoph Laminit / sein Gevatter / Johann Jacob / Stoll / G. G. G.""./A.G., 2018Weitere Informationen: Externer Link";"Ankauf (nach Zwangsablieferung von Silber: zusammen mit BNM Inv.-Nr. 39/188)1939 Ankauf durch das Bayerische Nationalmuseum vom Städtischen Leihamt München. 1961 Abgabe vom Bayerischen Nationalmuseum an die Finanzmittelstelle München des Landes Bayern (als Vertretung des Landes Bayern in Rückerstattungssachen) zur Restitution an anspruchsberechtigte Personen. 1964 Rückgabe an das Bayerische Nationalmuseum durch die Finanzmittelstelle München, da keine anspruchsberechtigte(n) Person(en) ermittelt bzw. keine Ansprüche geltend gemacht werden konnte(n). 1964 neu inventarisiert: 64/42 = 39/175.Provenienzforschung: 1939 von Erna Weimersheimer (1900 Ichenhausen - ? Piaski) als Zwangsablieferung von Edelmetall (Silber) gemäß der ""Dritten Anordnung auf Grund der Verordnung über die Anmeldung des Vermögens von Juden"" vom 21.02.1939 - zusammen mit BNM Inv.-Nr. 39/188 - an das Städtische Leihamt München: A[nkaufs]V[erzeichnis] 1595 = Nr. 1314 der Ankaufsstelle des Städtischen Leihamts München (""Verkauf von Kunst- und Seltenheitswerten aus jüd[ischen] Silberbeständen an das Bay[erische] Nationalmuseum, München"", vom 25.01.1940; BNM-Dok. 200). 1939 Ankauf durch das Bayerische Nationalmuseum vom Städtischen Leihamt München (Silberverwertungsstelle: AV 1595/Nr. 1314) für RM 10,00.- (Silber: 55,0 g). Vorprovenienz unbekannt./A.G., 2018Memorial: Erna Weimersheimer (*Ichenhausen 03.03.1900) wurde am 04.04.1942 vom Augsburg aus in das Konzentrationslager Piaski deportiert und dort zu unbekanntem Zeitpunkt ermordet. Ihr Bruder Leopold Weimersheimer (*Ichenhausen 08.01.1896) wurde am 18.06.1938 in das Konzentrationslager Oranienburg-Sachsenhausen deportiert und dort am 07.02.1939 ermordet; ihre Zwillingsschwester Lilli Weimersheimer (*Ichenhausen 03.03.1900) beging am 16.11.1941 wegen drohender Deportation in München Suizid. [in: ""Biographisches Gedenkbuch der Münchner Juden 1933-1945""]./A.G., 2019";2018-07-30;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/578263;
Suchmeldung;Einzelobjekt;568178;;"Vier Stühle (4 Stoelen)";"1675/1700 [Datierung]";Möbel;"I.A.F. 08553";"rot lackiert, mit Chinesischem vergoldeten Ornament und Korbsitzen und LehneQuelle: Algemeen Politieblad van het Koninkrijk der Nederlanden, Jg. 95, Nr. 34, 30. November 1946 publizierten Liste 719 „Te ‘s-Gravenhage ontvreemd in 1943/1944, hollandsche teekeningen, t. w.“;   Intern Aangifte Formulier vom 25.3.1946, BArch Koblenz B 323/2 fol. 149 mit eigenhändiger Skizze von F. Lugt";"Frits Lugt, Den Haag; verschollen seit 1945";2017-07-20;"Marc Parein
+41 79 953 06 08
contact@frits-lugt.org
Nico Y. Lugt
+41 79 413 44 67
contact@frits-lugt.org";https://www.lostart.de/de/Verlust/568178;
Suchmeldung;Einzelobjekt;412539;"Unbekannt [Künstler:in]";Porträtminiatur;;Malerei;;;"Na Piave 27, Prag, beschlagnahmt von den Nazis 1940 oder 1941";2009-04-07;"HCPO (Holocaust Claims Processing Office)
claimsques@dfs.ny.gov";https://www.lostart.de/de/Verlust/412539;
Suchmeldung;Einzelobjekt;59378;"Limborch, Hendrik van [Künstler:in]";"Auffindung Mosis";;Gemälde;"GK I 5213";;"Neues Palais (P-NP). Juli 1942 Schloss Rheinsberg - jetzt im staatlichen Puschkin-Museum, Moskau (1970 von F.J. Wischnewski, Moskau, dem Kulturministerium der UdSSR übergeben; 1985 in das Puschkin-Museum)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/59378;"Literatur: Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 299"
Fundmeldung;Einzelobjekt;573276;;"Decorative cloth";"1801/1900 [Datierung]";"Kunsthandwerk / -gewerbe";"B50.02.1768;161/017";"Object Name: Decorative clothSubject: Textiles, fabrics, ribbons, laces, covers, curtains";"Received through JRSO (Jewish Restitution Successor Organization)Wiesbaden collecting point number: T49";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/573276;
Suchmeldung;Einzelobjekt;132025;"Cranach, Lucas (der Ältere) [Künstler:in]";"Adam und Eva";"1538 [Datierung]";Zeichnung;"C 2180";"Signatur: Links oben: Werkstattzeichen Cranachs und Jahreszahl 1538. Rechts unten: Lugt 1647. rotgrundiertes Papier";"Alter Bestand, vor 1756 erworben.";2001-08-08;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Verlust/132025;"Gruner, Ludwig: Das Grüne Gewölbe zu Dresden. Eine Folge ausgew. Kunstwerke d. Sammlung. Nach den Zeichnungen von R. Seidemann und E. Mohn; Dresden; 1862 Taf. XXIX, Nr. I"
Suchmeldung;Einzelobjekt;35034;"Hildebrandt, Eduard [Künstler:in]";"Küste von Madeira";"1850 [Datierung]";Malerei;"GK I 4243";"Bezeichnet links unten: ""E. Hildebrandt 1850""";"Schloss Berlin (B-SCHL) - Neue Kammern - nach dem 27. März 1946 in die Sowjetunion abtransportiert (Kiste 9)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/35034;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 228"
