Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;417764;"Cranach, Lucas (der Ältere) (oder Cranach-Schule) [Künstler:in]";"Altarflügel St. Rochus";;Retabel;"322 [26]";"Original von Lukas Cranach dem Älteren oder Cranach-Schule. Die Altartafel bildete ursprünglich die Rückseite eines Altarflügels mit dem Hl. Nikolaus und dem Hl. Rochus und gehörte zu einem Altartriptychon in der Franziskanerkirche Torgau.";"Nach 1945 wurde der Altarflügel getrennt und die beiden Tafeln getrennt bereits 1979 in Zürich versteigert. Der „Hl. Nikolaus“ tauchte Ende 2008 bei einer Auktion in der Schweiz wieder auf und konnte dank der Ernst von Siemens Kunststiftung als Dauerleihgabe für die Sammlung des Stadt- und Kulturgeschichtlichen Museums erworben werden. Der „Hl. Rochus“ gelangte in die Sammlung der Schweizer Stiftung für Kunst, Kultur und Geschichte und wurde im Rahmen der dortigen Provenienzforschung als nach Torgau gehörig identifiziert. [...] Rückgewinnung 01. Juli 2022.
Status
Rückgewinnung";2010-06-29;"Torgauer Geschichtsverein e.V.
Herr Dr. Jürgen Herzog
Wintergrüne 5
04860 Torgau
03421-70337 27 o. 03421-70336
03421-70337 24
http://www.museum-torgau.de
Kathrin Niese  (Museologin Stadt- und Kulturgeschichtliches Museum Torgau)
info@museum-torgau.de";https://www.lostart.de/de/Verlust/417764;
Suchmeldung;Einzelobjekt;10833;"Trebst, Arthur [Künstler:in]";"Bildnisbüste Prof. Dr. Ernst Leberecht Luthardt";"1895 [Datierung]";"Plastik / Skulptur";"P 83";"Signatur: Auf linker Seite der Plinthe: A. Trebst fec. 1895. Getönter weißer und schwarzer Marmor.";"1903 Vermächtnis Max Schröder, Grimma. Beim Bombenangriff am 4.12.1943 im Museum am Augustusplatz vernichtet.";2001-08-08;"Katharinenstr. 10
04109 Leipzig
(0341) 216 999 0
(0341) 216 999 99
mdbk@leipzig.de
http://www.mdbk.de
Dr. Jan Nicolaisen  (Chefkurator Malerei und Skulptur)
+49 (0) 341 216 999 45
jan.nicolaisen@leipzig.de
Dr. Jeannette Stoschek (Chefkuratorin Grafische Sammlung)
+49 (0) 341 216 999 40
jeannette.stoschek@leipzig.de";https://www.lostart.de/de/Verlust/10833;
Fundmeldung;Einzelobjekt;589610;"Unbekannt [Künstler:in]";Degen;"1501/1600 [Datierung]";"Waffen / Zubehör";1940/431;"Lange, spitze Klinge, die beiderseits Blutrinnen trägt. Horizontale, gerade Parierstange, die in ovalen Medaillons endet. Medaillons beiderseits Profilköpfe im Stile römischer Imperatoren. Kurzer Griff mit behelmten Kriegerköpfen in vertieftem Oval. Eiförmiger Knauf, der ebenfalls auf Vorder- und Rückseite einen Kriegerkopf zeigt. Zwei horizontal geführte Faustschutzbügel mit Reliefs und geschwungener Parierring";"Eintrag im Inventarbuch der Museen für Kunst- und Kulturgeschichte, Lübeck wie folgt: ""Nach der Besetzung von Belgien von der Nachrichtenabteilung der 30. Infanterie-Division abgegeben. Die Waffe ist von Belgiern nach der Besetzung abgeliefert worden.""";2020-07-10;"Die Lübecker Museen
Schildstraße 12
23552 Lübeck
0451 - 12 24 10 6
museen@luebeck.de
https://die-luebecker-museen.de/";https://www.lostart.de/de/Fund/589610;
Suchmeldung;Einzelobjekt;593274;"Unbekannt (Japanisch) [Künstler:in]";"Inrō mit Pferd und Trage";"1603-1868 (Edo-Zeit) [Datierung]";Behältnis;"Inro 18 / Lepke 316";"vierteiliger Inro mit Holz-Netsuke";"Sammlung Eduard Fuchs, erworben zwischen 1912–1925 und in dessen Besitz bis 1933; 25.10.1933 Beschlagnahmung durch die Gestapo; zwangsweiser Verkauf (Zahlung Reichsfluchtsteuer) 1937 durch seine Tochter Gertraud Fuchs: Versteigerung Auktionshaus Rudolph Lepke Berlin, Katalog 2115 - am 15.10 und am 16.10.1937 wurde diese Kleinplastik unter Nr. 315 versteigert: „INRO: Goldlack, vierteilig, Blumen und Gräser in Goldlack, Email- und Elfenbeinauflageng. Holznetsuke. 7 cm. Japan. Abbildung Tafel 11“. Laut annotiertem Lepke-Katalog (Kunsthistorische Bibliothek fand das Los (Schätzpreis: 60,- RM) keinen Käufer. Die Protokollabschrift der Versteigerung 2115 bei der Reichskammer für bildende Künste vermerkt maschinenschriftlich „f.e.“ und keinen Preis (Landesarchiv Berlin, A Rep. 243-04 Reichskammer für bildende Künste – Landesleitung Berlin); Verbleib unbekannt";2021-01-21;"Dr. Dipl. Journ. Ulrich Weitz (Agentur für Kunstvermittlung)
+49 (0) 711 7657184
weitz.kunst@gmail.com
Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/593274;"Rudolph Lepke's Kunst-Auctions-Haus, Berlin: Ostasiatische Kunst, Sammlung F., Berlin: Plastik, Porzellane, Fayencen, Lackarbeiten, Inro, Holzarbeiten, Wandschirme, Malereien, Textilien, Bronzen, Stichblätter u. a. ; 15. [und] 16. Oktober 1937 (Katalog Nr. 2115)"
Suchmeldung;Einzelobjekt;136528;"Hasenpflug, Carl Georg Adolph [Künstler:in]";"Romanischer Kreuzgang";;Malerei;184;;;2001-08-08;"Suermondt-Ludwig-Museum Aachen
Wilhelmstraße 18
52070 Aachen
+49 (0) 241 47980 0
+49 (0) 241 37075
info@suermondt-ludwig-museum.de
http://www.suermondt-ludwig-museum.de/
Till-Holger Borchert (Direktor)
+49 (0) 241 47980 10
Till-Holger.Borchert@mail.aachen.de
Michael Rief (stellv. Leiter)
+49 (0) 241 47980 15
Michael.Rief@mail.aachen.de";https://www.lostart.de/de/Verlust/136528;
Fundmeldung;Einzelobjekt;578248;;"Tapisserie: Pastorale Allegorie";"1501/1533 [Datierung]";"Gebrauchs- / Raumtextilie";61/55;"Darstellung: AllegorieBefund: Laut Kontrollnummernkartei (Karteikarte der Münchner Nummer 5471; Bundesarchiv, B323/614): ""Beschriftung (Marks): ohne Nr."" Laut Restitutionskartei (Ausgangskarteikarte der Münchner Nummer 5471; Bundesarchiv, B323/657): ""Identifying Marks: TA 78 ['Göring'-Ta-Kartei: 'Göring'-Tapisserien-Nr.]"" Laut Alte Ministerpräsidentenkartei (Karteikarte der Münchner Nummer 5471; Bundesarchiv, B323/766): ""Identifying Marks: Ta 78 ['Göring'-Ta-Kartei: 'Göring'-Tapisserien-Nr.]"". Rückseite: aufgenähtes weißes Leinenetikett, darauf handschriftlich mit schwarzer Farbe ""61/55"" (Inv.-Nr. des Bayerischen Nationalmuseums)./A.G., 2018Weitere Informationen: Externer Link";"ÜberweisungAm 23.05.1961 über den Central Collecting Point München aus dem Besitz/der Vermögenseinziehung von Hermann Göring (1893-1946) gemäß der Vereinbarung vom 06.12.1960 zwischen der Bundesrepublik Deutschland und dem Freistaat Bayern aus ehemaligem Reichsbesitz (Treuhandverwaltung von Kulturgut) als 'Überweisung aus Staatsbesitz' aus dem Besitz des Freistaats Bayern von den Bayerischen Staatsgemäldesammlungen übernommen: Nr. 5 der Übertragungsurkunde Nr. 65 (Gobelins/Tapisserien aus dem Nachlaß von Hermann Göring) vom 29.01.1957/23.02.1957./A.G., 2018Provenienzforschung: laut Restitutionskartei (Eingangskarteikarte der Münchner Nummer 5471; Bundesarchiv, B323/657): ""4.10.1941 von Galerie Fischer, Luzern für sfrs. 145.000, - an H. Göring. / Gör. Rep. S. 113 Nr. 23; 457-08-68 Fischer; Schreiben Saxer 28.1.1949 Anlage d;"" Laut Restitutionskartei (Ausgangskarteikarte der Münchner Nummer 5471; Bundesarchiv, B323/657): ""History and Ownership: Miss Limberger: Bought during the war but where ??? Ta 78 [...]"". Laut Alte Ministerpräsidentenkartei (Karteikarte der Münchner Nummer 5471; Bundesarchiv, B323/766): ""Identifying Marks: Ta 78""; ""History and Ownership: Miss Limberger: bought during the war, but where ??? / Angerer: unknown, / Schmid: unknown."" ""Consolidated Interrogation Report No. 2. 15.09.1945. The Goering Collection [""Göring Report""] (Office of Strategic Services. Art Looting Investigation Unit. APO 413. U.S. Army), S. 113 Nr. 23: ""(Bought through HOFER) Nov. 1941, 145.000"". Entgegen der Überlieferung ist diese zur 'Carrabara'-Folge gehörendeTapisserie (abgebildet in: ""Les Arts"" 1920, Nr. 185, S. 16) von Hermann Göring (1893-1946) nicht am 04.10.1941 ""during the war"" - so Görings Sekretärin Gisela Limberger -, sondern bereits am 01.10.1937 aus der Sammlung R. Paris auf einer Auktion der Luzerner Galerie Theodor Fischer (""Collection R. Paris. Nachlass eines Wiener Arztes. Gemälde"", 30.08.-04.09.1937, Nr. 193, Taf. 8; vgl. ""The Connoisseur"", Bd. 100, Nr. 432, August 1937, S. 97 mit Abb.) für Sfrs. 85.000.-/Schätzpreis: Sfrs. 80.000.- (nach dem auf 'German Sales 1930-1945' eingestellten annotierten Exemplar der Universitätsbibliothek Heidelberg) - und nicht für Sfrs. 145.000.- - erworben worden. Nr. 36 der Liste ""Rückerstattungssache des Max Fischer, Gemäldegalerie, Luzern, Haldenstrasse 17/19"" (Amt für Vermögenskontrolle und Wiedergutmachung, Abt. Wiedergutmachung, Az.: Wi/Wsb/A 8534/S, vom 04.04.1950, an Office of the High Commissioner for Germany. Office of Economic Affairs. Property Divison. Wiesbaden. Central Collecting Point), mit Antwort von Prinz Sayn Wittgenstein vom 12.04.1950: ""Nach eingehender Prüfung unserer Akten und Bestände, bedauern wir, Ihnen mitteilen zu müssen, daß die von Ihnen gesuchten Bilder, Tapisserien, Skulpturen und sonstige Kunstgegenstände sich nicht im Central Collecting Point Wiesbaden befinden."" Eingang/Receipt (Central Collecting Point München): 27.07.1945; Ausgang/Issue (Central Collecting Point München): 10.06.1949 - am 01.02.1961 als 'Überweisung aus Staatsbesitz' an die Bayerischen Staatsgemäldesammlungen; von dort am 23.05.1961 vom Bayerischen Nationalmuseum übernommen: Nr. 5 der Übertragungsurkunde Nr. 65 (Gobelins/Tapisserien aus dem Nachlaß von Hermann Göring) vom 29.01.1957/23.02.1957. Aus der 'Sammlung Göring'./A.G., 2018";2018-07-30;"Bayerisches Nationalmuseum
München
Prinzregentenstraße 3
80538 München
+45 (0)89 211 24-01 
bay.nationalmuseum@bnm.mwn.de
http://www.bayerisches-nationalmuseum.de/
Dr. Matthias Weniger (Beauftragter für Provenienzforschung)
+49 (0)89 211 24-246
provenienzforschung@bnm.mwn.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/578248;
Fundmeldung;Einzelobjekt;573182;;"Part of Torah mantle";"1801/1900 [Datierung]";"Kunsthandwerk / -gewerbe";"B50.02.1818;151/020";"Object Name: Torah mantleSubject: Torah mantles";"Received through JRSO (Jewish Restitution Successor Organization)Wiesbaden collecting point number: T429";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/573182;
Suchmeldung;Einzelobjekt;576478;"Unbekannt (Deutsch (Bayern) oder Österreichisch) [Künstler:in]";"Paar kleine Barock-Bilderrahmen";"1700 (um) [Datierung]";Rahmen;"313 (Hahn 1940)";"subtilste Schnitzerei in höchster Vollendung. Alte Vergoldung. Quelle: Kunsthaus Heinrich Hahn: Sammlung V. O., Gemälde, Möbel des 18. Jahrhunderts, Metallarbeiten, aus verschiedenem Privatbesitz, Gemälde alter Meister, Gemälde und Handzeichnungen. Auktion vom 07.-08.05.1940 (Katalog Nr. 61). Frankfurt a. M. 1940. Kat. Nr. 313.";"Sammlung Rudolf von Goldschmidt-Rothschild, Frankfurt a.M./Königstein i.T. - 1939 (um); Beschlagnahme Finanzamt Berlin-Mitte, 1939 (um); Sammlung Georg von Opel, Königstein April 1939 (nach) - 07./08.05.1940; Auktion Hahn, Frankfurt a. M. 07.-08.05.1940, Lot 313; Verbleib unbekannt";2018-03-23;"Dr. Sabine Rudolph (Rechtsanwältin)
+49 (0)351 / 448 333-0
s.rudolph@steinmeier.eu";https://www.lostart.de/de/Verlust/576478;
Suchmeldung;Einzelobjekt;413102;"Dayes [Künstler:in]";"Visit to the Grandfather (Besuch beim Großvater)";"1788 [Datierung]";Druckgrafik;;"Großer, farbiger, alt-englischer Stich in altem Rahmen; Stecher: Dayes, nach einem Werk von Smith; Anschaffungsjahr 1913";"Am 12. November 1940 durch das Auktionshaus Gerhard Harms in Berlin-Dahlem zwangsversteigert, als Los-Nr. 58 von Kühne für 2500 RM zusammen mit Lostart-ID 413103 erworben, Veräußerung im Kunstpreisverzeichnis 1940-1941 als Nr. 1438 veröffentlicht";2009-04-29;"Prof. Dr. Julius H. Schoeps
Moses Mendelssohn Stiftung
Fasanenstraße 3
10623 Berlin
+49 (0) 30 200053370
moses@mendelssohnstiftung.com
http://www.moses-mendelssohn-stiftung.de";https://www.lostart.de/de/Verlust/413102;
Suchmeldung;Einzelobjekt;208825;"Unbekannt (Italienisch / Urbino ?) [Künstler:in]";Schale;;Gefäß;"Ahv 5";"Runde Schale. Darstellung: Badende Nymphen.";;2001-08-08;"Stiftung Schloss Friedenstein 
Gotha
Schlossplatz 1
99867 Gotha
0049 (0) 03621 8234-0
0049 (0) 03621 8234-290
http://www.stiftungfriedenstein.de
Dr. Tobias Pfeifer-Helke (Stiftungsdirektor)
+49 (0) 621-8234 100
vorstand@stiftung-friedenstein.de
Dr. Timo Trümper (Kustode für Gemälde und Plastik)
+49 (0) 3621 8234 553
truemper@stiftung-friedenstein.de
Ronny Licht (Provenienzforscher)
+49 (0) 3621-82 34 329
ronny.licht@friedenstein-stiftung.de";https://www.lostart.de/de/Verlust/208825;"Inventar 1830, fol. 32r, Nr. 106; Inventar 1858, Bd. I, Cap. XVII, Nr. 172; Aldenhoven Ton und Glas, I, Nr. 5"
