Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;427985;"Unbekannt (Deutsch (Höchst)) [Künstler:in]";"Knabe mit Wachtelhund";"1770 (um) [Datierung]";Kleinkunst;"885 (Graupe)";"Er sitzt leicht vornübergebeugt mit angezogenem linkem Bein auf schmaler Rasenbank und hält sich mit der linken Hand an einem Felsstück fest. Rechts neben ihm am Boden sitzt ein Wachtelhund, dem er mit dem rechten Zeigefinger die Richtung weist. Hellblaues Halstuch, kurzärmelige gelbe, golden geränderte Jacke, rosa Ärmelweste und Hosen, rot geränderte weiße Schuhe. Grüner Grasboden auf grüner Felsunterlage. Marke: Blaues Rad.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 885; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): Rosenbaum, 200,-";2010-12-13;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/427985;
Suchmeldung;Einzelobjekt;319514;"Corinth, Lovis [Künstler:in]";"Toter Rehbock (Schießscheibe)";"1886 [Datierung]";Gemälde;;"Toter Rehbock auf grünem Waldboden";"gemalt für Oberförster Schaumburg, Panker (Holstein); Verlust 1942/45 am Auslagerungsort Schloss Kuhna";2006-11-29;"Ingeborg Schumacher
cecileschumacher@freenet.de";https://www.lostart.de/de/Verlust/319514;
Fundmeldung;Einzelobjekt;592996;"Thomas Herbst [Künstler:in]";Landschaft;"1900 (um) [Datierung]";Gemälde;11791;"Landschaftstudie zeigt überschwemmte Wiesen rückwärts von Baumgruppe überragt. Entsprechende Spiegelungen in den zwei Wasserzonen vorne. Rechts hinten Scheunendach unter dem gelbweißen Himmel. Nicht bezeichnet. Rückseite: Stempel: ""Th. Herbst, Nachlaß""";"um 1900 - o.D. Thomas Herbst (1848 - 1915), Nachlass o.D. - o.D. Verbleib unbekannto.D. - 24.04.1941 Schneider, Einlieferer bei Münchener Kunstversteigerungshaus Adolf Weinmüller 24.04.1941 - 1945 NSDAP, Parteiforum Berchtesgaden, Berchtesgaden, erworben auf Auktion des Münchener Kunstversteigerungshaus Adolf Weinmüller 06.08.1945 - 20.04.1949 Central Collecting Point, Münchner Nummer 6850, München, Sicherstellung durch amerikanische Alliierte 20.04.1949 - 22.02.1952 Ministerpräsident Bayern, treuhänderische Übergabe durch amerikanische Alliierte 22.02.1952 - 22.01.1953 Treuhandverwaltung von Kulturgut beim Auswärtigen Amt der Bundesrepublik Deutschland, München, treuhänderische Übergabe durch Bayerischen Ministerpräsidenten Seit 22.01.1953 Bayerische Staatsgemäldesammlungen, München, Übereignung von Bayerischem Landesamt für Vermögensverwaltung und Wiedergutmachung an den Freistaat BayernFür weiterführende Auskünfte wenden Sie sich bitte an den angegebenen Kontakt zur Meldung.";2021-01-05;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Fund/592996;
Suchmeldung;Einzelobjekt;428425;"Unbekannt (Deutsch (Augsburg), (?)) [Künstler:in]";Büttenmann;"1700 (um) [Datierung]";"Kunsthandwerk / -gewerbe";"214 (Graupe)";"Buchsbaumschnitzerei in Silberfassung. Schreitender Mann in Hut, Hemd und Hose und zerrissenen Schuhen, auf ovaler Platte. Bütte, Hund, Stab und Fußring aus Silber. Augsburg (?), auf der Bütte Augsburger Beschau- und Meisterzeichen des Georg Winkler (gest. 1727), R3 684.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 214; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): Tewes, 540,-";2010-12-13;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/428425;
Fundmeldung;Einzelobjekt;429448;"Lang, Erwin [Künstler:in]";Begegnung;;Druckgrafik;"A 1936-116";;"laut Inventarbuch des Kupferstich-Kabinetts Dresden: Überwiesen vom Ministerium des Innern";2011-02-15;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/429448;
Fundmeldung;Einzelobjekt;573548;;"Basket-shaped candleholder for servant light of a Hanukkah lamp";"1801/1900 [Datierung]";Beleuchtung;"B50.02.0572;118/361";"Object Name: Hannukah lamp (fragment)Subject: Hanukkah lamps";"Received through JRSO (Jewish Restitution Successor Organization)Wiesbaden collecting point number: 6916";2018-01-10;"Israel Museum
POB 71117
9171002 Jerusalem
972-2-6708811
972-2-5631833
info@imj.org.il
Bareket Mann (Registrar)
bareket@imj.org.il";https://www.lostart.de/de/Fund/573548;
Suchmeldung;Einzelobjekt;396508;;"Oberst August Ludwig Albrecht Ernst Grote, Reichsfreiherr zu Schauen";"1770 (um) [Datierung]";Malerei;;;"Verlustgeschichte: Herrenhaus des Rittergutes Schauen, 1945.";2007-11-15;"BKM | Referat K47 - Kulturgutverluste, Provenienzforschung
+49 (0) 30 18 681 44312
K47@bkm.bund.de";https://www.lostart.de/de/Verlust/396508;
Suchmeldung;Einzelobjekt;593433;"Porzellanmanufaktur Meissen [Manufaktur]";"Bettelfrau mit Drehleier";"1736 (um) [Datierung]";Kleinkunst;;"Gegenstück zur vorhergehenden Figur [Nr. 654; Bettler mit Drehleier]. Auf kantigem weißem Felssockel sitzend und die auf dem linken Oberschenkel ruhende Drehleier spielend. Die Füße nebeneinander über den Sockel hinausgestreckt. Der Kopf mit gebogener Nase und eingefallenen Wangen grinsend nach rechts gewandt. Am Rücken ein grauer Sack. Rechts neben ihr steht ein barfüßiges Kind, das mit Mütze und hohler Hand um Almosen bettelt. Die Frau trägt eine schwarzpunktierte weiße Stirnbinde, offene geflickte Jacke mit roten, violetten und weißen Querstreifen und Zickzacklinien, gelbes Kleid, blaugeblümte weiße Schürze und schwarze Schuhe; das Kind eine blutrote Jacke, weißes Hemd und chamoisfarbene Hose. [...] Undeutliche scharffeuerblaue Schwertermarke, außerdem purpurviolette Schwertermarke. Modell von Kändler. [...]";"[…] bis Dezember 1926, Gustav von Klemperer (gest. 27.12.1926), Dresden [1]; 30.06.1927, Nachlassregelung, Nachlass zu gleichen Teilen an Victor, Herbert-Otto und Ralph-Leopold von Klemperer [2]; November 1938, Sicherstellung der Porzellansammlung in der Villa von Victor von Klemperer durch die Geheime Staatspolizei, Dresden [3]; Dezember 1938, Abtransport der Porzellansammlung aus der Villa von Victor von Klemperer, Tiergartenstraße 64, Dresden, in das „Johanneum“, Staatliche Porzellansammlung Dresden, Augustusstraße 1, Dresden [4]; November 1941, Verfall des Vermögens der Familie von Klemperer an das Deutsche Reich gemäß der 11. Verordnung zum Reichsbürgergesetz [5]; Januar 1943, unentgeltliche Übertragung der Sammlung von Klemperer an das Land Sachsen auf Grundlage eines Entscheids von Adolf Hitler [6]; 1943, kriegsbedingte Auslagerung aus der Staatlichen Porzellansammlung Dresden nach Schloss Rammenau in Sachsen [7]; 16.03.1945, kriegsbedingte Verlagerung von Schloss Rammenau in Sachsen nach Schloss Rothschönberg in Sachsen [8]";2021-02-08;;https://www.lostart.de/de/Verlust/593433;"Porzellansammlung Gustav von Klemperer, Dresden 1928, S. 177, Nr. 655; [1] Anette Loesch, Das Schicksal der Porzellansammlung Gustav von Klemperers, in: Beiträge öffentlicher Einrichtungen der Bundesrepublik Deutschland zum Umgang mit Kulturgütern aus ehemaligem jüdischen Besitz, bearb. von Ulf Häder (= Veröffentlichungen der Koordinierungsstelle für Kulturgutverluste, Bd. 1), Magdeburg 2001, S. 56-77; Andreas Graul, Gustav und Victor von Klemperer. Eine biographische Skizze (= Publikationen der Eugen-Gutmann-Gesellschaft, Bd. 2), Leipzig 2005; Sabine Rudolph, Restitution von Kunstwerken aus jüdischem Besitz. Dingliche Herausgabeansprüche nach deutschem Recht (= Schriften zum Kulturgüterschutz / Cultural Property Studies), Berlin 2007; [2] Rudolph 2007, S. 41-47, hier S. 41; Amtsgericht Dresden, Nachlassakte Gustav von Klemperer, Einantwortungsurkunde des Zivilgerichts für Inner-Prag, 30.06.1927; [3] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 1-2, Fritz Fichtner (Direktor der Porzellansammlung) an Ministerium für Volksbildung, 01.12.1938; [4] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/1, Bl. 5, (nachrichtlich) Fritz Fichtner, 02.12.1938, entspricht der Anlage zu Bl. 4, Fritz Fichtner an Ministerium für Volksbildung, 03.12.1938; [5] Rudolph 2007, S. 45; [6] SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/2, Bl. 1, Reichsministers der Finanzen an Oberfinanzpräsident Dresden, 04.01.1943; ebd., Bl. 10, Oberfinanzpräsident Dresden an Reichsstatthalter Sachsen, 14.01.1943; [7] Archiv der Porzellansammlung, Verzeichnis der außerhalb von Dresden geborgenen Kunstwerke, unpag., ca. 1943; SächsStA-D, 11125 Ministerium des Kultus und öffentlichen Unterrichts, Nr. 18834/2, Bl. 13, (nachrichtlich) A. Richter (Oberregierungsrat, Sächsische Staatskanzlei) an Direktor der Porzellangalerie, 08.04.1943; ebd., Bl. 21, Fritz Fichtner an Sächsische Staatskanzlei, 30.04.1943; ebd., Bl. 48, Fritz Fichtner an Hermann Voss (Sonderbeauftragter für Linz), 25.08.1943; [8] Archiv der SKD, 02/VA 53, unpag., (nachrichtlich) Leuschner (Reg. Ass., Ministerium für Volksbildung), 26.03.1945.Katalog | catalogue: Externer Link"
Suchmeldung;Einzelobjekt;72536;"Spranger, Bartholomaeus [Künstler:in]";"Die Auferstehung Christi";;Malerei;"GK I 10013";;"1779 in der 3. Kammer neben der Bildergalerie des Berliner Schlosses nachweisbar. 1829-1906 in der Gemäldegalerie der Berliner Museen; Stadtschloß Breslau (BRES)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/72536;"Friedrich Nikolai: Beschreibung der Königlichen Residenzstädte Berlin und Potsdam, aller daselbst befindlichen Merkwürdigkeiten und der umliegenden Gegend, Berlin 1769; 2. Auflage 1779, S. 666, Nr. 409 (Rottenhammer); ebd. 3. Auflage 1786, S 893, Nr.409; Johann Friedrich Daniel Rumpf: Beschreibung der äußeren und inneren Merkwürdigkeiten der königlichen Schlösser in Berlin, Charlottenburg, Schönhausen, in und bey Potsdam, Berlin 1794, S. 135 (Christoph Schwarz); Johann Friedrich Daniel Rumpf: Berlin und Potsdam. Eine Beschreibung aller Merkwürdigkeiten dieser Städte und ihrer Umgebungen, 2 Bände (Band 2 geteilt), Berlin 1823, Band I, S. 368; Gustav Friedrich Waagen: Verzeichnis der Gemälde-Sammlung des Königlichen Museums zu Berlin, Berlin 1830, S. 170, Nr. II. 163 (Spranger); ebd. 9. Auflage Berlin 1845, S. 229; Nr. 725; Gustav Parthey: Deutscher Bildersaal. Verzeichnis der in Deutschland vorhandenen Oelbilder verstorbener Maler aller Schulen, 2 Bände, Berlin 1864, Band II, S. 572"
Fundmeldung;Einzelobjekt;218905;"Lenbach, Franz von [Künstler:in]";"Bildnis Pasqueline Waldstein als Bacchantin";;Malerei;mü11034;Aktdarstellung;;2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/218905;
Suchmeldung;Einzelobjekt;439866;"Unbekannt (Österreichisch (Wien)) [Künstler:in]";"Ballettfigur einer Winzerin";"1750 (um) [Datierung]";Kleinkunst;"156 (Drei Jahre)";"Johann Joseph Niedermayer; Quelle: Staatliche Museen zu Berlin (Hrsg.): Drei Jahre Nationalsozialistischer Museumsarbeit: Erwerbungen 1933-1935. Berlin 1936. Katalognummer 156.";"Sammlung Feist;Schlossmuseum Berlin;Kriegsverlust möglich";2011-08-31;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/439866;
Suchmeldung;Einzelobjekt;304967;"Unbekannt (Chinesisch) [Künstler:in]";"Teekanne mit Fo-Hund als Henkel";"1500-1900 [Zeitraum]
1722/1800 [Datierung]";Gefäß;429;"Teekanne mit Fohund als Henkel, Porzellan mit gelblichen und blaulicher Glasur und Malerei in Aubergine, Grün und Schwarz; Höhe mit Deckel 23 cm";"bis 1942 Sammlung Max Rüdenberg, Hannover; am 1. Juli 1942 konfisziert und im Januar 1943 versteigert bei Urban in Hannover";2004-10-01;;https://www.lostart.de/de/Verlust/304967;
Suchmeldung;Einzelobjekt;530094;"Krause, Heinrich [Künstler:in]";"Die Bäuerin";"1919 (vor) [Datierung]";Malerei;"19 (Notariat), 149 (RA Liste 17.05.1947) → 76 (Rieger 1938)";;"Sammlung Dr. Heinrich Rieger, Wien - 1921 - 1938 (?) -; Verbleib unbekannt";2015-11-12;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/530094;"[Abbildung]. In: Donauland. (1919)8, S.783 (vor); AT - Archiv des Bundesdenkmalamts (BDA), Restitutionsmaterialien, K 44/4, PM Rieger, Heinrich, 1947-1949. Blatt 89 und 113. Anhang zum Schreiben von Dr. Broda an BDA vom 17.05.1947: „Aufstellung der wichtigsten fehlenden Gemälde aus der Sammlung Dr. Rieger“ & „Sammlung Dr. Rieger“; AT - Archiv des Bundesdenkmalamts (BDA), Restitutionsmaterialien, K 44/4, PM Rieger, Heinrich, Z 1807 vom 02.08.1921. Anhang „Liste der Sammlung Heinrich Rieger“ zum Notariatsakt vom 29.07.1921; AT - OeStA, AdR, ZNsZ, Reichsstatthalter Österreich, RSthOe, Abt. III 1938, Nr. 201773. Heinrich Rieger: Die in der Sammlung befindlichen Kunstobjekte. [1938]. S.2; [Rubrik] Notiz. In: Donauland. (1919)9, S.869."
Suchmeldung;Einzelobjekt;58783;"Troy, Francois de [Künstler:in]";"Adrienne Lecouvreur als Sophonisbe";"1723 [Datierung]";Malerei;"GK I 2397";"Bez. l. u.: ""PEINT. A. PARIS. Par. FRANÇOIS/TROY. PERE. EN. 1723""";"Neues Palais (P-NP). 1891-1930 in der Bildergalerie von Sanssouci. Verlustgeschichte: Im Juli 1942 nach Schloß Rheinsberg ausgelagert; am 30.7.1945 dort noch vom Forstmeister Bartels festgestellt.";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/58783;"Literatur: Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 492-493"
Fundmeldung;Einzelobjekt;579227;"Canaletto, Antonio [Künstler:in]";"Der Markt am Dolo";"1712/1768 [Datierung]";Druckgrafik;"A ohne Inv.-Linz-X-44119";;"Kunsthandel Alfred Strölin, Paris; 9. Januar 1943: ""Sonderauftrag Linz"".";2018-09-10;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/579227;
Suchmeldung;Einzelobjekt;57168;"Werff, Pieter van der [Künstler:in]";"Badendes Mädchen";;Malerei;"GK I 7680";"Reste einer Signatur links zwischen den Steinen.Nussbaumholz.";"Bildergalerie Sanssouci (P-BG)- Juli 1942 Schloss Rheinsberg";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/57168;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 579"
Fundmeldung;Einzelobjekt;586894;"Unbekannt (Zypern) [Künstler:in]";Jünglingskopf;"499/400 (v. Chr.) [Datierung]";Vollplastik;"Sk 106";kyprisch-archaisch;"erworben am 10.07.1941 bei Takara No Yama, 12 Rue Bonaparte, Paris 6";2020-04-01;"Hessen Kassel Heritage / Antikensammlung 
Schloss Wilhelmshöhe
Schlosspark 1
34131 Kassel
0561 316 80-0
0561 316 80-111
info@heritage-kassel.de
https://www.heritage-kassel.de
Dr. Justus Lange (Provenienz-, Rückgabe- und Restitutionsanfragen)
+49 (0) 561-31680-112
justus.lange@heritage-kassel.de";https://www.lostart.de/de/Fund/586894;
Fundmeldung;Einzelobjekt;231961;;Uhr;"1860 (um) [Datierung]";Uhr;"V 12814";"Silberne Spindeltaschenuhr, Gehäuse graviert mit floralen Motiven. Uhrenblatt in weißer Emaille mit römischen Ziffern und Minuterie. Im Gehäuseinneren Punzierungen. Auf der Werksplatine gefasster Lagerstein und Regulierungsscheibe mit Angabe avance-retard. Herstellungsort: unbekannt";"Moritz Holzer, Pforzheim; Vermögen durch die „Abteilung jüdische Vermögen, Polizeipräsidium Pforzheim“ eingezogen; Uhrensammlung zur Begutachtung an das Badische Landesmuseum Karlsruhe überstellt; 1941 Ankauf von 37 Uhren durch das Badische Landesmuseum Karlsruhe;1955 erhielt die Familie Holzer eine auf einem Vergleich basierende Schadensersatzzahlung für die entzogenen Uhren.";2001-08-08;"Badisches Landesmuseum 
Karlsruhe
76131 Karlsruhe
(0721) 9266514/42
(0721) 9266537 und -6549
info@landesmuseum.de
http://www.landesmuseum.de
Prof. Dr. Eckart Köhne (Direktor)
+49 (0) 721 926 6501
direktion@landesmuseum.de";https://www.lostart.de/de/Fund/231961;
Suchmeldung;Einzelobjekt;307890;"Unbekannt (Deutsch ?) [Künstler:in]";Schlüssel;"1945 [Zeitraum]
900/1050 [Datierung]";"Plastik / Skulptur";;;"Verlustgeschichte: Safe der Dresdner Bank, Dresden 1945; bei Verlust verpackt in Ledertasche ""Bellevue""";2005-05-12;;https://www.lostart.de/de/Verlust/307890;
