Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Fundmeldung;Einzelobjekt;519863;"Loti, Pierre [Autor:in]
Calmann-Lévy [Verlag]";"Ramuntcho : [roman]";"1941 [Erscheinungsdatum]";Buch;"Xy 12652/408<421>";"Akzessions-Nr. auf der Rücks. des Titelbl.: D 1943.4394Hs. Eintrag: AWeitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Verdacht auf NS-Raubgut. Quelle: Akzessionsjournal der Preußischen Staatsbibliothek D ausl. D 1943.4394 ""Propagandaministerium, Berlin"", inventarisiert als Donum 1943-08-09Provenienz: NN / Notiz AProvenienz: Deutschland <Deutsches Reich>, Reichsministerium für Volksaufklärung und PropagandaProvenienz: Preußische Staatsbibliothek <Berlin> / Zugang / Datum 1943-08-09 / Zugangsnummer D 1943.4394 / NS-RaubgutDeutschland <Deutsches Reich> / Reichsministerium für Volksaufklärung und Propaganda Preußische Staatsbibliothek <Berlin> NS-Raubgut";2014-06-23;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/519863;
Fundmeldung;Einzelobjekt;525340;"Flaxman, John [Illustrator:in]
Schwab, Gustav [Herausgeber]
Deutsche Buch-Gemeinschaft [Verlag]";"Sagen des klassischen Altertums";"1931 [Erscheinungsdatum]";Buch;"ay 3823";"Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"Provenienz: Juden-Auktion o.D.Zugang: 1943 März 31";2015-03-16;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/525340;
Suchmeldung;Einzelobjekt;5000009301;"Hansen, Joseph [Autor:in]
R. Oldenbourg [Verlag]";"Zauberwahn, Inquisition und Hexenprozess im Mittelalter und die Entstehung grossen Hexenverfolgung (Bibliothek, Historische, Bd. 12)";"1900 [Erscheinungsdatum]";Bibliotheksgut;"Ga 66";;;2008-12-02;"Gottfried Wilhelm Leibniz 
Bibliothek - Niedersächsische
Landesbibliothek
Waterloostraße 8
30169 Hannover
+49 511 1267-0
+49 511 1267-202
information@gwlb.de 
http://www.gwlb.de
Anne May (Bibliotheksdirektorin)
+49 (0) 511 1267-303/304
direktion@gwlb.de";https://www.lostart.de/de/Verlust/5000009301;
Suchmeldung;Einzelobjekt;186791;"Johannes Hille [Autor:in]";"Sinfonietta in F (f. kleines Orchester.)";;Handschrift;"ND VI - 424 b/2";;;2001-08-08;"Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky
Von-Melle-Park 3
20146 Hamburg
(040) 040 42838 3352
http://www.sub.uni-hamburg.de
Blödorn-Meyer, Dr. Petra (Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste)
040 42838 5858
Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste
nsraubgut@sub.uni-hamburg.de";https://www.lostart.de/de/Verlust/186791;
Suchmeldung;Einzelobjekt;50980;;"Ohne Titel";;Malerei;"GK I 11819";;"Schloß Monbijou (B-MON), ausschließlich GK I Nummer vorhanden";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/50980;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004"
Suchmeldung;Einzelobjekt;208857;"Unbekannt (Italienisch) [Künstler:in]";Teller;;Gefäß;"Ahv 28";"Flacher Teller. Darstellung: Gerichtsszene?";;2001-08-08;"Stiftung Schloss Friedenstein 
Gotha
Schlossplatz 1
99867 Gotha
0049 (0) 03621 8234-0
0049 (0) 03621 8234-290
http://www.stiftungfriedenstein.de
Dr. Tobias Pfeifer-Helke (Stiftungsdirektor)
+49 (0) 621-8234 100
vorstand@stiftung-friedenstein.de
Dr. Timo Trümper (Kustode für Gemälde und Plastik)
+49 (0) 3621 8234 553
truemper@stiftung-friedenstein.de
Ronny Licht (Provenienzforscher)
+49 (0) 3621-82 34 329
ronny.licht@friedenstein-stiftung.de";https://www.lostart.de/de/Verlust/208857;"Inventar 1830, fol. 32r, Nr. 101; Inventar 1858, Bd. I, Cap. XVII, Nr. 168; Aldenhoven Ton und Glas, I, Nr. 28"
Suchmeldung;Einzelobjekt;277555;"Unbekannt [Künstler:in]";"Kruzifix mit Maria, Johannes und Magdalena";;Malerei;"Handschriftliches Verzeichnis Nr. 78";"Kopie nach einem Bild der italienischen Schule Anfang des 16. JahrhundertsDie in den Suchmeldungen angegebene Inventarnummer (Handschriftliches Verzeichnis) könnte sich rückseitig auf den Gemälden/Grafiken befinden.";"Henry Stollsche Kunstsammlung";2003-04-04;"Kunstsammlung Neubrandenburg
17033 Neubrandenburg
(0395) 5551290
(0395) 5551299
kunstsammlung@neubrandenburg.de
http://www.kunstsammlung-neubrandenburg.de
Frau Dr. Elke Pretzel (wiss. Mitarbeiterin)
(0395) 5551292
Frau Dr. Merete Cobarg (Direktorin)";https://www.lostart.de/de/Verlust/277555;
Suchmeldung;Einzelobjekt;273952;;"An Präsident v. Grimm (1875)";;Handschrift;"C II, 29";"Eigh. Zwölfzeiler; 1 Seite, 16°; (""Tief im Winter ..."")";;2002-02-19;"Universität Potsdsam
Villa Quandt
Große Weinmeisterstr. 46/47
14469 Potsdam
+49 (0) 331 201396
+49 (0) 0331 2013970
fontanearchiv@uni-potsdam.de
http://www.fontanearchiv.de
Prof. Dr. Peer Trilcke  (Leiter des Theodor-Fontane-Archivs)
+49 (0) 331 201396
trilcke@uni-potsdam.de";https://www.lostart.de/de/Verlust/273952;
Suchmeldung;Einzelobjekt;300593;;"Akten Gemeinsame Angelegenheiten der vierten Generation: Verschiedene Güter IV";;Archivgut;;"1 Paket, ehemals Schrank und Fach 4,2";"Dohnasche Archivbestände aus Schloss Schlobitten (Ostpreußen), 16.-19. Jahrhundert; Verlust mit Kriegsende 1945";2004-03-12;;https://www.lostart.de/de/Verlust/300593;
Suchmeldung;Einzelobjekt;303774;;"Kurfürst Johann Georg I. von Sachsen bestallt Elias Rudelius als Hofpoet.";"1623-09-24 [Dokumentdatum]";"Urkunde / Faksimile";"10001 Ältere Urkunden, Nr. 12913";"Sprache: Deutsch";"In der Auslagerungsstelle Herrenhaus Gersdorf bei Roßwein verschollen
Auslagerung (Rosswein, Herrenhaus Gersdorf)";2004-05-13;"Sächsisches Staatsarchiv - 
Hauptstaatsarchiv Dresden
Archivstraße 14
01097 Dresden
01074 Dresden
Dr. Ute Essegern (Stellvertretende Abteilungsleiterin)
+49(0)351 89219-710
ute.essegern@sta.smi.sachsen.de
Prof. Dr. Peter Wiegand (Abteilungsleiter)
+49(0)351 89219-710
peter.wiegand@sta.smi.sachsen.de";https://www.lostart.de/de/Verlust/303774;
Suchmeldung;Einzelobjekt;307537;"Gude, Hans Fredrik [Künstler:in]";"Kleines nordisches Mädchen";"1868 [Datierung]";Malerei;;"stehend nach vorn gewendet, mit rotem Mieder, schwarzem Rock, in den Händen Schale mit Erbeeren, bez. r.: H. F. Gude 68 (in Ligatur)";"Walter Westfeld, Düsseldorf; 12./13.12.1939 Zwangsversteigerung Kunsthaus Lempertz, Köln, Nr. 113";2005-04-25;"Dr. Monika Tatzkow (Wissenschaftlicher Dokumentationsdienst)
+49 (0) 30 64 128 13
tatzkow@t-online.de";https://www.lostart.de/de/Verlust/307537;
Suchmeldung;Einzelobjekt;283394;"Clodt von Jürgensburg, Michael Konstantinowitsch (1, Baron) [Künstler:in]";"Auf der Weide";"1854 [Datierung]";Malerei;"547 1001";"Gemälde; rechts unten eine Signatur: O.K. 1854";;2003-06-05;"Tereshchenkivs'ka St. 9 (вул. Терещенківська 9)
01004 Kiew
+38 (044) 287-12-44
museumru@ukr.net
http://www.primetour.ua/de/excursions/museum/Kievskiy-muzey-russkogo-iskusstva.html
Yuri E. Vakulenko (Юрій Євгенович Вакуленко)  (Generaldirektor (Генеральний директор))
+38 (044) 287-12-44
museumru@ukr.net";https://www.lostart.de/de/Verlust/283394;
Suchmeldung;Einzelobjekt;427992;"Unbekannt (Deutsch (Höchst)) [Künstler:in]";"Der Apfeldieb";"1775 (um) [Datierung]";Kleinkunst;"892 (Graupe)";"Ein kleiner kniender Knabe stiehlt einen Apfel aus einem Korb und reicht ihn einem zweiten herankriechenden Knaben, während die abgewandt sitzende Mutter auf ein kleines Mädchen einredet, das Äpfel in der Schürze bringt. Staffierung in Purpurrosa, Elfenbeingelb, Hellblau, Eisenrot, Purpur und Gold. Graugrüner Felssockel mit grünem Grasboden. Marke: Blaues Rad.Lit.: Paul Graupe: Die Sammlung Frau Emma Budge. Hamburg, Versteigerung am 27., 28. und 29.September 1937. Katalognummer 892; LAB, A Rep. 243-04 Nr. 28, Versteigerungsniederschrift vom 20.10.1937";"Sammlung Budge; Käufer 1937 (Graupe): Moral, 200,-";2010-12-13;"Rosbach & Fremy (Rechtsanwälte)
+49 (0) 30 280 70 71/72
office@ra-rff.de";https://www.lostart.de/de/Verlust/427992;
Fundmeldung;Einzelobjekt;434178;;"Gothaisches genealogisches Taschenbuch der uradeligen Häuser ; 15.1914";"1914 [Erscheinungsdatum]";Periodika;"Ff 1 : 73 [d] (1914)";"Stempel: Thüringische Landesbibliothek <Weimar>Weitere Informationen im Online-Katalog NS-Raubgut der Herzogin Anna Amalia Bibliothek";"Forschungssammlung NS-Raubgut <Weimar, Herzogin-Anna-Amalia-Bibliothek>Vorbesitz: Velden, Adolf von den *1853-1932* | Exlibris | ProvenienzmerkmalVorbesitz: Velden, Else von den *1863-1942* | Exemplar: DonatorinZugang: Thüringische Landesbibliothek Weimar | NS-Raubgut | Stempel | Zugangsnummer 1938.1802 | Datum 1939-02-25 | Erläuterung: Erwerbungsart: D. - Herkunft laut Zugangsbuch [Loc A : 200. 1938]: Frau v. d. Velden - W. - Zusätzliche Quellen: Akten des Thüringischen Hauptstaatsarchivs Weimar, Der Oberfinanzpräsident Thüringen 693 und 720 [ThHStAW, OFP, 693 u. 720]: Sicherungsanordnung gegen Else von den VeldenAbgang: Herzogin Anna Amalia Bibliothek | Restitution | Datum 2013 | Erläuterung: Restitution an RechtsnachfolgerZugang: Herzogin Anna Amalia Bibliothek | Restitutionsexemplar | Datum 2013 | Erläuterung: Ankauf nach RestitutionVorbesitz: NN | MerkzeichenSammlung: Sammlung Adolf von den Velden
Status
restituiert";2011-03-15;"Klassik Stiftung Weimar / Herzogin Anna Amalia Bibliothek
Platz der Demokratie 1
99423 Weimar
+49 (0) 3643 545 200  
+49 (0) 3643 545 220 
haab@klassik-stiftung.de
http://www.klassik-stiftung.de/einrichtungen/herzogin-anna-amalia-bibliothek/";https://www.lostart.de/de/Fund/434178;
Suchmeldung;Einzelobjekt;405830;"Meyer, Claus [Künstler:in]";Interieur;;Malerei;;"Laut aangifteformulier vom 22.09.1945: Tisch mit Korbstühlen und roten Lehnstühlen, 40/45 x 30/35 cm, signiert";"Sammlung Barmé; versteigert 05.05.1941 durch Finanzamt Berlin-Moabit West";2008-09-15;"von Trott zu Solz Lammek  (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/405830;
Fundmeldung;Einzelobjekt;241855;"Lehmbruck, Wilhelm [Künstler:in]";Badende;"1914 [Datierung]";"Plastik / Skulptur";"III 20";;"um 1930 (?) von Unbekannt";2002-01-16;"Kulturstiftung Sachsen-Anhalt
Am Schloss 4 · Leitzkau
39279 Gommern
+49 (0) 39241 934-0
+49 (0) 39241 934-34
leitzkau@kulturstiftung-st.de
https://www.kulturstiftung-st.de/
Dr. Jan Scheunemann (Sachgebietsleiter Restitution)
+49 (0) 345 548 4699-357
jan.scheunemann@kulturstiftung-st.de";https://www.lostart.de/de/Fund/241855;
Fundmeldung;Einzelobjekt;466085;;"Die Grundlage der Gesellschaft vom historischen Standpunkte betrachtet ; 1";"1855 [Dokumentdatum]";Buch;"Br 12320";"Weitere Informationen im Online-Katalog der Bibliothek der Berlin-Brandenburgischen Akademie der Wissenschaften: Externer Link";"Bd. 1 und 2 zusammengebundenMit getilgtem hs. Eintrag, vermutlich NamenszugStempel: Deutsche Akademie der Wissenschaften zu Berlin, BibliothekQuelle: Zugangsbuch Kauf 1950-1952 der Deutschen Akademie der Wissenschaften zu Berlin 1952/3777, ""Koehlers Ant. Leipzig"", inventarisiert als Kauf 1952-08-11Verdacht auf NS-Raubgut";2013-02-11;"Bibliothek der Berlin-Brandenburgischen Akademie 
der Wissenschaften
Unter den Linden 8
10117 Berlin
(030) 20370487
(030) 20370476
http://bibliothek.bbaw.de
Dr. Marianne Seidig (Leiterin der Akademiebibliothek)
(030) 20370487
seidig@bbaw.de";https://www.lostart.de/de/Fund/466085;
Suchmeldung;Einzelobjekt;84583;"Gerber, Ed. [Autor:in]";"Vorläufige Mitteilung über den Meteorstein von Utzendorf <Unteremmental>, Kanton Bern";"1929 [Erscheinungsdatum]";Buch;12679;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/84583;
Suchmeldung;Einzelobjekt;5000005102;"Blechen, Karl [Künstler:in]";Waldweg;;Zeichnung;"KS unbekannt | unknown";"Über diese Arbeit Blechens ist nur bekannt, dass es sich um eine Federzeichnung handelt, die 1941 erworben wurde (vgl. Akte im AI 13.2.12. im Stadtarchiv Cottbus). Die möglichen Maße nach Rave 1861.";"1942 Städtische Bildersammlung; 1945 Kriegsverlust.
Auslagerung (Klein Döbbern, Gutsschloss)";2006-08-15;"Stiftung Fürst-Pückler-Museum
Park und Schloß Branitz
Robinienweg 5
03042 Cottbus
+49 (0)355 7 51 50
+49 (0)355 7515 230
info@pueckler-museum.de
http://www.pueckler-museum.de
Dr. Stefan Körner (Vorstand)
+49 (0)355 7 515 220
stefan.koerner@pueckler-museum.de";https://www.lostart.de/de/Verlust/5000005102;"wohl Paul Ortwin Rave, Karl Blechen. Leben. Würdigung. Werk., Berlin 1940, WVZ 1861.Beate Schneider, Carl Blechen. Gemälde, Aquarelle, Zeichnungen, Graphik. Bestandskatalog der Cottbuser Sammlung, Leipzig 1993, S. 143."
Suchmeldung;Einzelobjekt;174475;"Unbekannt [Künstler:in]";Milchseie;;Gefäß;1711;;"Die Objekte sind 1945 am Auslagerungsort Tessenow zum Teil geplündert, beschädigt oder zerstört worden.
Auslagerung (Tessenow, Gutshaus)";2001-08-08;"Klosterhof 7 
18055 Rostock
+49 (0) 381 20359-0
+49 (0) 381 2035913  
kulturhistorisches.museum@rostock.de
http://www.kulturhistorisches-museum-rostock.de/museum.html
Dr. Steffen Stuth (Leiter)
+49 (0) 381 20359-0
kulturhistorisches.museum@rostock.de";https://www.lostart.de/de/Verlust/174475;
Suchmeldung;Einzelobjekt;322533;"Meywerk [Autor:in]";"Über Friedrich Wilhelm den Liebreichen und meine Unterredung mit ihm";"1788 [Erscheinungsdatum]";Buch;4095;;;2007-02-05;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/322533;
Fundmeldung;Einzelobjekt;566029;"Gavarni, Paul [Künstler:in]";"Lecon et Conseils No.19 (zwei Männer)";;Druckgrafik;"mü20212/15, Teil Nr. 26";;;2017-01-09;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/566029;
Suchmeldung;Einzelobjekt;419707;"Guercino, Giovanni Francesco [Künstler:in]";"Bacchus mit leerem Glase am Mostfass";;Malerei;826;;"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/419707;
Suchmeldung;Einzelobjekt;283236;"Schischkin, Iwan Iwanowitsch [Künstler:in]";Weizen;"1883 [Datierung]";Malerei;Y-1436;"Gemälde; links unten eine russische Signatur: I. Schischkin 1883.";;2003-06-05;"Tereshchenkivs'ka St. 9 (вул. Терещенківська 9)
01004 Kiew
+38 (044) 287-12-44
museumru@ukr.net
http://www.primetour.ua/de/excursions/museum/Kievskiy-muzey-russkogo-iskusstva.html
Yuri E. Vakulenko (Юрій Євгенович Вакуленко)  (Generaldirektor (Генеральний директор))
+38 (044) 287-12-44
museumru@ukr.net";https://www.lostart.de/de/Verlust/283236;
Suchmeldung;Einzelobjekt;419626;"Krause, Wilhelm August Leopold Christian [Künstler:in]";"Rotes Wachhaus an der Peiskerbrücke bei Dessau";;Gemälde;701;Landschaft;"Herzog Joachim Ernst von Anhalt, Ballenstedter Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/419626;
Fundmeldung;Einzelobjekt;518450;"Fürstenthal, R.J. (Übers.); Cunow (Übers.) [Autor:in]
B. L. Monasch [Verlag]";"Minhah hadashah : oder mahzor 'al kol ha-shanah. 1. Bd.. Mahzor für rosh ha-shanah.";"1841 [Erscheinungsdatum]";Buch;"F233 157 [1]";"Reihe: [], Band: 1";"#1 - (Crohn, Malwine Crohn, Abraham Crohn, Rebekka Crohn, Meir Baruch Crohn, Hanna Crohn, Zvi Hirsch), Von Hand: Notiz: Genealogische Notiz; 'Notizen über die Geburtstage der Kinder von Malwinchen Crohn geb. Falkenheim, 10. November 1839  1. Abraham Crohn, geb. 4. od. 6. Februar 1842  2. Hanna Crohn, geb. 21.09.1843  3. Meir Baruch, geb. 12.02.1854  4. Rebekka, geb. 20.04.1847  5. Zvi Hirsch, geb. 29.11.1848'. #2 -, Von Hand: Keine; '... Abraham ...' Crohn, Malwine (Crohn, Malwine) Zum Exemplar in der ZLB-Datenbank";2014-04-24;"Stiftung Neue Synagoge Berlin - Centrum Judaicum
Oranienburger Straße 28-30
10117 Berlin
030-88028-300
030-88028-483
office@centrumjudaicum.de
http://www.centrumjudaicum.de";https://www.lostart.de/de/Fund/518450;
