Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;572244;"Bassano, Leandro [Künstler:in]
Marescalco (Marescalchi), Pietro (gen. Lo Spada) (Venezianischer Meister um 1570) [Künstler:in]";"Selbstbildnis/ Portrait du Peintre";;Gemälde;;"Er hält die Palette in der linken Hand und dreht sich dem Zuschauer zu. Man sieht ihn von rechts. Vor ihm ein Portraitbild.";"1889 Pariser Kunsthandel, hier erworben durch Carl von Hollitscher; Ausstellung Berlin 1898 (Kat. Nr. 39) und 1909 (Kat. Nr. 104); 1924 in Wien auf der Ausst. Die Kunst der Renaissance; Sammlung Castiglioni; Versteigerung durch F. Muller, Amsterdam, 17.- 20.Nov. 1925, Kat. Nr. 19; hier erworben durch Richard Semmel, Berlin (lt. Pantheon 1930, S. 275); angeboten auf der Auktion Muller, Amsterdam 21.11.1933, Nr. 37.; angeboten auf Auktion Galerie Moos, Genf, 23.05.1936, Nr. 95, Tafel 26; Verbleib unbekannt";2017-11-22;"Olaf S. Ossmann (Rechtsanwalt)
office@ossmann.ch";https://www.lostart.de/de/Verlust/572244;
Fundmeldung;Einzelobjekt;521657;"Unbekannt [Künstler:in]";Fürstenporträt;"1601/1800 [Datierung]";Gemälde;"G 1383";"sign. ; [unleserlich] verso: ""6714 K""";"Nach 1945 sichergestellt";2014-09-26;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Fund/521657;
Suchmeldung;Einzelobjekt;417220;"Unbekannt (Deutsch (Meißen)) [Künstler:in]";Chinesengruppe;"1746/1756 [Datierung]";Kleinkunst;;"Chinesin mit zwei Kindern, von denen eines ein Tablett mit Schokoladentasse trägt. Flache, blumenbelegte Sockel. Bunte Bemalung. Kleine Reparaturen. Aus der um 1760 von Kändler und Reinicke modellierten Folge von ""Japanern"".";"Versteigerung Paul Graupe, Berlin, am 17./18.06.1936 unter Nr. 410, Abbildung Tafel 71";2010-01-26;"von Trott zu Solz Lammek (Rechtsanwälte • Notar)
+49 (0) 30 59 00 33 0-0
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/417220;
Suchmeldung;Einzelobjekt;579073;"Runk, Ferdinand [Künstler:in]";"Pappelinsel in Rothenhof";"1804 [Datierung]";Gemälde;"CK 3997";"Literatur: Proměny zámku a parku Červený Dvůr, Kateřina Cichrová (ed.) (ISBN 978-80-87890-27-1), mit Abb.";"Sammlung von Dr. Adolph Fürst zu Schwarzenberg; 1940 von der Gestapo beschlagnahmt; Schloss Český Krumlov (Böhmisch Krumau)";2018-09-14;;https://www.lostart.de/de/Verlust/579073;
Fundmeldung;Einzelobjekt;484655;"Gehrke, Fritz [Künstler:in]";"Satire auf den Bau der Berliner U- Bahn";"1905 (um) [Datierung]";Zeichnung;"VII 60/1305 W";;"Ankauf aus Kunsthandel (Antiquar Burmeister, Kurfürstenstr.81 b), Berlin 25.04.1935; Bestand: Märkisches Museum";2014-03-31;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Fund/484655;
Fundmeldung;Einzelobjekt;457582;"Andreani, Andrea [Künstler:in]";"Der Triumph Christi";;Druckgrafik;"A 88151";;"Wien; Bremer Werkschau, Bremen; Oktober 1944 ""Sonderauftrag Linz""";2012-08-14;"Staatliche Kunstsammlungen Dresden
Kupferstich-Kabinett 
Taschenberg 2
01067 Dresden
(0351) 4914 3210
kk@skd.museum
https://www.skd.museum
Direktion
(0351) 4914 3210
kk@skd.museum";https://www.lostart.de/de/Fund/457582;
Fundmeldung;Einzelobjekt;220714;"Tintoretto, Jacopo [Künstler:in]";"Loth und seine Töchter";;Malerei;mü8904;"Von links eine Tochter mit Schale vom Bildrand überschnitten. Loth sitzend,sieht zur Schale, seine Rechte an der rechten Hand der anderen Tochter, die sich schräg nach links sitzend stützt. Rechts eine Eule.";"Zugang 01.04.1941";2001-08-08;"Kunstverwaltung des Bundes
Herbert-Bayer-Straße 5
13086 Berlin
provenienzforschung@kvdb.bund.de
http://www.kunstverwaltung.bund.de";https://www.lostart.de/de/Fund/220714;
Suchmeldung;Einzelobjekt;101659;"Pesne, Antoine [Künstler:in]";"Junge Salzburgerin mit Strohhut";;Malerei;228;;"vor 1792 erworben";2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/101659;"S. Prosch, Eduard: Catalog und Inventarium der Grossherzoglichen Gemälde-Gallerie und der Großherzoglichen Sammlung plastischer Kunstwerke in Schwerin; 1863ff.; handschriftlich Bd. XX, S. 22Groth, Johann, Gottfried: Verzeichniß der Gemälde in der Herzoglichen Gallerie; Schwerin; 1792 S. 73 M 22"
Suchmeldung;Einzelobjekt;451312;"Locatelli, Andrea [Künstler:in]";Ideallandschaft;;Malerei;"6028 ; 2695 (Inv.-Nr. 1905) ; 5765 (Inv.-Nr. 1922) ; Zweibrücken 1795, 396 (Inv.-Nr. Ältere Inventare)";"Galerie Bamberg (ohne Kat. Nr.).";"1799 aus der Galerie Zweibrücken; Werk befand sich zuletzt als Leihgabe im Bayerischen Staatsministerium des Innern an der Theatinerstraße in München, nach 1945 dort nicht mehr feststellbar";2012-02-13;"Bayerische
Staatsgemäldesammlungen
München
Barer Str. 29
80799 München
+45 (0)89 23805-391
provenienz@pinakothek.de 
http://www.pinakothek.de
Dr. Andrea Bambi (Referat für Provenienzforschung)
+49 (0)89 23805-0
provenienz@pinakothek.de
Stephanie Niederalt (Zentrale Dienste der Staatl. Museen und Sammlungen, Juristisches Referat)
+49 (0)89 23805-0";https://www.lostart.de/de/Verlust/451312;
Suchmeldung;Einzelobjekt;448856;"Alt, Rudolf von [Künstler:in]";"Stefansplatz, Westseite des Domes, von der Rotenturmstraße";"1878 [Datierung]";Aquarell;"Zentraldepot / Heinrich Rothberger Nr. 47";"Aquarell, Stefansplatz, Westseite des Domes, von der Rotenturmstraße, ca. 29 x 37, 1878, signiert R. Alt";"Bis 1938: Teil der Sammlung Heinrich Rothberger, Wien; 21. November 1938: Sicherstellung durch den Wiener Magistrat. Aufnahme für das Zentraldepot als Nr. 47 der Sammlung Heinrich Rothberger; Sommer 1940: Übernahme durch Reichsjugendleiter Arthur Axmann, wahrscheinlich als Geschenk für Reichsleiter Baldur von Schirach; derzeitiger Verbleib unbekannt.";2011-11-02;"Mag. Leonhard Weidinger  (Provenienzforschung)
leonhard.weidinger@mak.at";https://www.lostart.de/de/Verlust/448856;
Suchmeldung;Einzelobjekt;256955;"Thoma, Hans [Künstler:in]";"Gewitterlandschaft aus dem Schwarzwald";"1875 [Datierung]";Gemälde;"A II 154";"Tafelmalerei: Bild: Hügellandschaft & Wiese, Weideland & Herde, Schafherde & Ziege & Cumulonimbus (Gewitterwolken)";"1917 Ankauf. Provenienz: Sammlung Julius Heymann, Frankfurt am Main. 1945 im Flakturm Zoo verschollen";2002-05-24;"Stiftung Preußischer Kulturbesitz
Staatliche Museen zu Berlin
Alte Nationalgalerie
Bodestraße 1 – 3
10178 Berlin
+49 (0) 30 2090 5801
+49 (0) 30 2090 5802
http://www.smb.spk-berlin.de
Dr. Anette Hüsch (Direktorin der Alten Nationalgalerie)
+49/(0)30 / 26642-4401
ang@smb.spk-berlin.de";https://www.lostart.de/de/Verlust/256955;
Suchmeldung;Einzelobjekt;520774;"Liebermann, Max [Künstler:in]";"Studienblatt mit Schafen und Gänsen";;Zeichnung;;"l.u. Nachlass-Stempel";"Max Liebermann, Martha Liebermann Berlin, Verlust nach 1935, 25.04.2009 Dr. Irene Lehr Kunstauktionen GmbH, Berlin";2014-07-23;"Dr. Monika Tatzkow (Wissenschaftlicher Dokumentationsdienst)
+49 (0) 30 64 128 13
tatzkow@t-online.de";https://www.lostart.de/de/Verlust/520774;
Suchmeldung;Einzelobjekt;257796;"Ambrogio da Fossano [Künstler:in]";"Maria mit dem Kinde, Johannes dem Täufer und Jakobus minor";;Malerei;"52 A";"Tafelmalerei: Retabel: Jakobus der Jüngere (Minor), Apostel und erster Bischof von Jerusalem; mögliche Attribute: Buch, Walkerknüppel, Schriftrolle; Jakobus Minor (Heiliger); Apostel; Walkerknüppel; Schriftrolle; Buch";"(frühere) Verwaltung: Berlin; (öffentliche) Sammlung; Staatliche Museen; Abteilung: Gemäldegalerie; Inv. Nr. 52 A; Besitzzeit; bis 1945; Zugangsart: Leihgabe; Zugangsdatum: 1863; (zeitweilige) Verwaltung: Stargard (Pommern); (halböffentliche) Sammlung; Katholische Kirche; Besitzzeit: bis 1945; Zugangsart: Leihgabe; Zugangsdatum: 1863
Auslagerung (Stargard, Katholische Kirche)";2002-06-03;"Stiftung Preußischer Kulturbesitz
Staatliche Museen zu Berlin
Gemäldegalerie 
Matthäikirchplatz
10785 Berlin
+49 (0) 30 266 42 4001
+49 (0) 30 266 42 4003
gg@smb.spk-berlin.de
http://www.smb.spk-berlin.de
Dr. Neville Rowley (Kurator für italienische Kunst vor 1500)
+49 (0) 30 266 42 4006
n.rowley@smb.spk-berlin.de";https://www.lostart.de/de/Verlust/257796;
Suchmeldung;Einzelobjekt;257685;"Moretto, Alessandro [Künstler:in]";"Maria, Elisabeth, das Christuskind und der Johannesknabe in der Glorie, verehrt von zwei Mönchen in weißer Ordenstracht";"1541 [Datierung]";Gemälde;197;"Tafelmalerei: Bild: Maria, das Christuskind, Johannes der Täufer und Elisabeth & Mönch(e), Klosterbrüder; Elisabeth (Mutter Johannes des Täufers, Heilige) & Mönch";"(frühere) Verwaltung: Berlin; (öffentliche) Sammlung; Staatliche Museen; Gemäldegalerie; Inv. Nr. 197; Zugangsart: Ankauf; Zugangsdatum: 1841; Auslagerungsort: Berlin; Friedrichshain; Flakturm Friedrichshain; Besitzzeit: bis 1945; Zugangsart: Auslagerung; Zugangsdatum: 1941/1942; Vorbesitzer: Brescia; (private) Sammlung: Lechi, Luigi (Graf); Besitzzeit: bis 1841";2002-06-03;"Stiftung Preußischer Kulturbesitz
Staatliche Museen zu Berlin
Gemäldegalerie 
Matthäikirchplatz
10785 Berlin
+49 (0) 30 266 42 4001
+49 (0) 30 266 42 4003
gg@smb.spk-berlin.de
http://www.smb.spk-berlin.de
Dr. Neville Rowley (Kurator für italienische Kunst vor 1500)
+49 (0) 30 266 42 4006
n.rowley@smb.spk-berlin.de";https://www.lostart.de/de/Verlust/257685;
