Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;32892;"Machy, Pierre Antoine de [Künstler:in]";"Porte St. Denis in Paris";;Malerei;1297;;"Schloss Berlin (B-SCHL)";2001-08-08;"Stiftung Preußische Schlösser
und Gärten Berlin-Brandenburg
Gemäldesammlung
14469 Potsdam
14414 Potsdam
(0331) 96940
(0331) 9694307
schloesserdirektion@spsg.de
http://www.spsg.de
Dr. Samuel Wittwer (Direktor der Schlösser und Sammlungen)
+49 (0) 331 96 94 307
schloesserdirektion(at)spsg.de
Dr. Ulrike Schmiegelt-Rietig (Provenienzforschung)
+49 (0) 331 96 94 874
u.schmiegelt@spsg.de";https://www.lostart.de/de/Verlust/32892;"Stiftung Preußische Schlösser und Gärten, Zerstört, entführt, verschollen. Die Verluste der preußischen Schlösser im Zweiten Weltkrieg, Gemälde I, Potsdam 2004, S. 135-136"
Suchmeldung;Einzelobjekt;584920;"Longhi, Pietro [Künstler:in]";"Damesportret / Damenbildnis";;Gemälde;"1504 (Goudstikker)";"auf der Rückseite Aufkleber mit Inventarnummer und Siegel";"Dr. O. Jaffé, sold to Jacques Goudstikker, Amsterdam, before November 1924; looted by the Nazis, Amsterdam, July, 1940; Hermann Göring; via art dealer Walter Andreas Hofer, Berlin, sold to Philipp F. Reemtsma, Hamburg, September 1940; Central Collecting Point, Munich, no. 40518; restituted to The Netherlands, January 27, 1947; Stichting Nederlands Kunstbezit (SNK), The Hague; sale Fred. Muller, Amsterdam, March 19, 1951; Verbleib unbekannt / whereabouts unknown";2019-12-13;"Dr. Ewald Volhard (Ansprechpartner für Rückfragen in Deutschland) (Wantuch Thole Volhard Rechtsanwälte GbR)
+49 (0) 171 227 8411
volhard@wtv-art.com
Yaél M. Weitz (Ansprechpartnerin für Rückfragen weltweit ausgenommen Deutschland) (Freedman Normand Friedland LLP)
+1 646 974 0816
yweitz@fnf.law";https://www.lostart.de/de/Verlust/584920;"Archive / Archives: NL - Stadsarchief Amsterdam, Collection 1341, File 38: (= ""Blackbook""), p. 124; Ausstellungen / Exhibitions: Catalogue de la Collection Goudstikker d'Amsterdam. Exposée dans les locaux de la Schilderkundig Genootschap ""Pulchri Studio"". Lange Voorhout 15, La Haye. Novembre 1924, Catalogue no. 28, no. 67, no ill."
Fundmeldung;Einzelobjekt;594926;"Unbekannt (Niederlande, Delft ? / Netherlands, Delft?) [Künstler:in]";Fliesenbild;"1600-1650 (um) [Datierung]";Kleinkunst;18/236;"Zwanzigteiliges Fliesenbild, Interieur mit Personen, auf Holz montiert";"1918 Slg. Frederik Muller, Amsterdam; [...]; 1971/72 von Galerie Wegenaar, Delft, erworben";2021-03-11;"Städtische Museen Wetzlar
Kornblumengasse 1 
35578 Wetzlar
+49 644199-4131
museum@wetzlar.de
https://www.wetzlar.de/kultur/museen/sammlung-von-lemmers-danforth.php
Dr. Anja Eichler (Leiterin der Städtischen Sammlungen Wetzlar)
06441 99-4131
museum@wetzlar.de";https://www.lostart.de/de/Fund/594926;"Karel Sluyterman, Huisraad en binnenhuis in Nederland in vroegere eeuwen, Den Haag 1918, S. 72; Wolfram Koeppe, Die Lemmers-Danforth-Sammlung Wetzlar, Heidelberg 1992, S. 328"
Suchmeldung;Einzelobjekt;529211;"Unbekannt (Chinesisch (Frühchina)) [Künstler:in]";"Liegendes Fabeltier";;"Plastik / Skulptur";;"Mit Bandornamenten.";"Mayer-Fuld, Lucie - Berlin; Versteigerung durch Walter Achenbach, Berlin, 10. Juli 1940, Lot Nr. 61, Abbildung Tafel 3";2015-09-02;"Von Trott zu Solz Lammek (Rechtsanwälte Notar)
+49 (0) 30 59 00 33 00
kanzlei@vontrott-lammek.de";https://www.lostart.de/de/Verlust/529211;
Suchmeldung;Einzelobjekt;123020;;"Wachtturm bei Seeschlacht";;Zeichnung;37/631;;"H. W. Campe (L. 1391); K. E. v. Liphart (L. 1687); J. F. Lahmann (L. 1656c)";2001-08-08;"Kunsthalle Bremen
28195 Bremen
+49 (0) 421 32908 47
office@kunsthalle-bremen.de
http://www.kunsthalle-bremen.de
Dr. Christoph Grunenberg (Direktor)
+49 (0)421 32908 200
grunenberg@kunsthalle-bremen.de
Dr. Dorothee Hansen (Kustodin Alte Meister)
+49 (0)421 32908 260
hansen@kunsthalle-bremen.de
Dr. Maria Aresin (Kustodin Kupferstichkabinett)
+49 (0)421 32908 261
aresin@kunsthalle-bremen.de";https://www.lostart.de/de/Verlust/123020;
Fundmeldung;Einzelobjekt;475415;"Unbekannt [Künstler:in]";"Porträt einer jungen Frau mit Straußenfederhut";"1780/90 (um) [Datierung]";Grafik;"GHZ 70/27";;"Schenkung von Unbekannt, 1970; Bestand: Berlin Museum";2013-06-24;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Fund/475415;
Suchmeldung;Einzelobjekt;390816;"Guba, Rudolf [Künstler:in]";"Holsteinische Landschaft";;Malerei;;;"Verlust in Zernin, 1945";2007-06-19;;https://www.lostart.de/de/Verlust/390816;
Fundmeldung;Einzelobjekt;484668;"Cardicu, A. [Künstler:in]";Quodlibet;"o.J. [Datierung]";Zeichnung;"VII 80/2533 W";;"Ankauf aus Kunsthandel (Hermann Lutzki, Breite Str. 5), Berlin 29.04.1935; Bestand: Märkisches Museum";2014-03-31;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Fund/484668;
Suchmeldung;Einzelobjekt;586468;;Allegretto;"1867 [Erscheinungsdatum]";Autograph;;"handschriftlich skizzierte Partitur mit Widmung: ""Zur freundlichen Erinnerung, Pest 1867""";"[...] Familie Petschek, Aussig an der Elbe; 1939 Beschlagnahme und Enteignung durch deutsche Behörden; [...]; 1945 (1948) Mährisches Landesmuseum, Musikhistorisches Institut, Brno (Signatur G 128);2022 Restitution
Status
restituiert";2020-03-16;;https://www.lostart.de/de/Verlust/586468;"Pruvodce po Archívních Fondech. Ùstavu déjin hudby Moravského musea v Brné, Brno 1971, S. 145, Nr. 188; Vojtěch Kyas: Co prozrazují Brahmsovy autografy v Oddělení dějin hudby Moravského zemského muzea v Brně, in: Opus musicum 32, Prag 2000, Heft 3, S. 32"
Suchmeldung;Einzelobjekt;419757;"Mieris, Frans van (der Ältere) [Künstler:in]";"Männliches Bildnis";"1660 [Datierung]";Gemälde;893;"Unbekannter im Pelzgewande";"Herzog Joachim Ernst von Anhalt, Dessauer Schloss";2010-08-31;"Wolf von Trotha (Bevollmächtigter)
+49 (0) 69 710 35 554
office@trotha.de";https://www.lostart.de/de/Verlust/419757;
Suchmeldung;Einzelobjekt;100809;"Kügelgen, Gerhard von [Künstler:in]";"Brustbild Helene Paulowna von Russland, Gemahlin des Erbprinzen Friedrich Ludwig von Mecklenburg-Schwerin.";;Malerei;180;;"1930 von Friedrich Franz IV. von Mecklenburg-Schwerin erworben; einst im Thronsaal des Schweriner Schlosses; Vermächtnis miss Syms, Erzieherin der Erbprinzen";2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/100809;"Lisch, G. C. F. (Georg Christian Friedrich - ?): Erster Bericht ...; Schwerin (?); o.J. 1857, S. 623Dettmann, Gerd: Die Bildnisse des Schloßmuseums; in: Meckl. Zeitung; Nr. 173; 26. 07. 1924Lisch, Georg Christian Friedrich: Das Großherzogliche Schloß zu Schwerin; in: Archiv für Landeskunde in den Großherzogthümern Mecklenburg; Jahrgang 7; 1857; S. 609ff. S. 623"
Fundmeldung;Einzelobjekt;477901;"Lachnit, Wilhelm [Künstler:in]";"Mädchen am Tisch";"1923 [Datierung]";Aquarell;;"recto u. l. signiert mit Grafitstift und mit Pinsel in Schwarz nachgezogen: ""W. Lachnit."" daneben mit Grafistift: ""29"". 1. recto u. r. mit Feder in Schwarz: ""1301""; 2. auf Sekundärträger verso o. l. mit Grafitstift: ""Dr. Glaser / Ktg 165""; 3. auf Sekundärträger verso o. l. mit Grafitstift: ""1977/20"", durchgestrichen, darunter: ""24"", durchgestrichen [Inventar-Nr. Central Collecting Point Wiesbaden]; 4. auf Sekundärträger verso o. r. mit Feder in Schwarz: ""1301""; 5. auf Sekundärträger verso o. l. mit Grafitstift: ""1977/21"" [Inventar-Nr. Central Collecting Point Wiesbaden]; 6. auf Sekundärträger verso u. r. mit Grafitstift: ""Fot""";"1923 – o. D. Wilhelm Lachnit (*12.11.1899, Gittersee, †14.11.1962, Dresden) [Künstler] [1][…]spätestens 1929 – o. D. Fritz Salo Glaser (*30.08.1876, Zittau, †18.10.1956, Dresden), Dresden[…]o. D. – 05.12.1945 Hildebrand Gurlitt (*15.09.1895, Dresden, †09.11.1956, Oberhausen), Hamburg/Dresden/Aschbach [Kunsthändler]05.12.1945 – 15.12.1950 Office of Military Government for Germany (U.S.), Central Collecting Point, Wiesbaden [Depot], Sicherstellung, Inv.-Nr. Wie 1977/2115.12.1950 – 09.11.1956 Hildebrand Gurlitt (*15.09.1895, Dresden, †09.11.1956, Oberhausen), Düsseldorf [Kunsthändler]09.11.1956 – 31.01.1968 Helene Gurlitt (*01.08.1895, Dresden, †31.01.1968, München), Düsseldorf/München [Kunsthändlerin], Erbgang31.01.1968 – 06.05.2014 Cornelius Gurlitt (*28.12.1932, Hamburg, †06.05.2014, München), München/Salzburg [Erbe des Kunstbesitzes], Erbgang06.05.2014 Stiftung Kunstmuseum Bern (1879), Erbgang";2013-11-11;"Kunstmuseum Bern
Hodlerstrasse 8–12
3011 Bern
+41 31 328 09 44 
info@kunstmuseumbern.ch
https://www.kunstmuseumbern.ch/de/startseite-121.html";https://www.lostart.de/de/Fund/477901;
Fundmeldung;Einzelobjekt;529821;"Franz Gutmayer [Autor:in]
Hans Hedewig [Verlag]";"Die Geheimnisse der Kombinationskunst";"1914 [Erscheinungsdatum]";Buch;"G 41.1273";;"NS-Raubgut 1.) Geschenk der Stadt Speyer an die Saarpfälzische Landesbibliothek 1941 im Zuge der Deportation der saarpfälzischen Juden am 22.10.1940 nach Gurs (Frankreich) 2.) Etikett ""A. Hildesheimer Papier- & Schreibwarenhandlung Speyer"": Hildesheimer, Felix, geb. am 21.2.1877 in Speyer; 1.8.1939 Selbstmord auf der Bahnstrecke Speyer-Schifferstadt; Hildesheimer, Helene, geb. xxxxx; 1941 Emigration in die USA restituiert im Oktober 2015
Status
restituiert";2015-09-24;"Pfälzische Landesbibliothek
Otto-Mayer-Str. 9
67346 Speyer
+49 (0)6232 9006 - 224
 Info.PLB@lbz.rlp.de
http://www.lbz.rlp.de
Dr. Armin Schlechter (Sachgebietsleiter Handschriften / Altes Buch)
Armin.Schlechter@lbz.rlp.de";https://www.lostart.de/de/Fund/529821;
