Meldungsart;Datensatzart;"Lost Art ID";Hersteller/Künstler/Autor:in;Titel;Datierung;Objektart;Inventarnummer/Signatur;Beschreibung;Provenienz;"Veröffentlicht seit";Kontakt;Link;"Literatur / Quelle"
Suchmeldung;Einzelobjekt;148783;"Eller, Johann Theodor [Autor:in]
Rüdiger [Verlag]";"Nützliche und auserlesene Medicinische und Chirurgische Anmerckungen, so wohl von innerlichen, als auch äuserlichen Kranckheiten : und bey selbigen zu";"1730 [Erscheinungsdatum]";Buch;"Na 8: 3856";;;2001-08-08;"August-Bebel-Str. 50a
06108 Halle (Saale)
+49 (0) 345 47 239 147
+49 (0) 345 47 239 149
bibliothek@leopoldina.org
http://www.leopoldina.org
Deutsche Akademie der Naturforscher Leopoldina e. V.
+49 (0) 345 47 239 147
bibliothek@leopoldina.org";https://www.lostart.de/de/Verlust/148783;
Suchmeldung;Einzelobjekt;522201;"Unbekannt [Künstler:in]";"Kleiner Mohr mit Tablett";;"Plastik / Skulptur";;;"Siegbert Stern und Margaretha Stern-Lippmann; Verlust Berlin oder Niederlande nach 1935; Verbleib unbekannt";2014-10-28;;https://www.lostart.de/de/Verlust/522201;
Suchmeldung;Einzelobjekt;221575;;"Herzog Adolf Friedrich I. von Mecklenburg-Schwerin (1610-1658)*";;Münze;1541;"Breiter Glückstaler (Dickabschlag) 1612, Gadebusch; Vs. Hüftbild nach rechts, zwischen zwei Vorhängen/Mzz ADOLPHVS FRIDRICH V G G HERT Z MEC F Z W G Z S D L R V S H/Rs. Fortuna mit Segel auf geflügelter Kugel stehend, rechts Baum, links fünf Reiter nach rechts sprengend/FORTVNE IN FORTVNE FORT VNE ANNO 161Z; 56,2 g";;2001-08-08;"Alter Garten 3
19055 Schwerin
+49 (0) 385 588 47 222
+49 (0) 385 588 47 009
info@museum-schwerin.de
http://www.museum-schwerin.de
Dr. Pirko Zinnow (Direktorin)
pirko.zinnow@ssgk-mv.de
Dr. Torsten Fried (Leiter Münzkabinett)
+49 (0) 385 588 47217
Torsten.Fried@ssgk-mv.de";https://www.lostart.de/de/Verlust/221575;
Fundmeldung;Einzelobjekt;519353;"Grave, Jean [Autor:in]
Stock [Verlag]";"Bibliothèque sociologique ; 18. L' individu et la société";"1897 [Erscheinungsdatum]";Buch;"Fc 367-18";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Grave, Jean | Autogramm | Erläuterung: Hommage de l'auteur J. Grave | ProvenienzmerkmalVorbesitz: Goethe-Universität Frankfurt am Main, Institut für Sozialforschung, Bücherei | Bibliotheksexemplar | Stempel | Erläuterung: Bücherei des Institutes für Sozialforschung Frankfurt a. M. [durchgekreuzt] [überstempelt mit] ungültig | ProvenienzmerkmalVorbesitz: Goethe-Universität Frankfurt am Main, Institut für Sozialforschung, Bücherei | Bibliotheksexemplar | Stempel | Zugangsnummer 27.388 | Erläuterung: Stempel auf dem Titelblatt: 27.388Vorbesitz: Goethe-Universität Frankfurt am Main, Institut für Sozialforschung, Bücherei | Bibliotheksexemplar | Signatur F2:700 | Erläuterung: Handschriftlicher Eintrag auf dem hinteren Umschlag: F2:700Zugang: Preußische Staatsbibliothek | Zugangsnummer Ifs 270 | NS-Raubgut | Erläuterung: Akzessionsnummer auf der Rückseite des Titelblatts: Ifs 270Abgang: Staatsbibliothek zu Berlin | Restitution | Datum 2018-08-09 | Erläuterung: Restituiert an das Institut für Sozialforschung Frankfurt am Main
Status
restituiert";2014-06-23;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/519353;
Fundmeldung;Einzelobjekt;5000003416;"Angely, Louis [Autor:in]";"Manuskript ""Zwölf Mädchen in Uniform""";;Handschrift;"H.I.N. 92975; H.Ib 115961";"Rollenbuch für Sausquartier; 25 Seiten";"Die Sammlung wurde 1944 nach einem Bombardement Wiens auf einem Dachboden geborgen und den Wiener Städtischen Sammlungen von einem Unbekannten gespendet; Vorgeschichte unbekannt";2004-01-16;"Wiener Stadt- und Landes-
bibliothek /
Vienna City Library
A-1082 Wien
+43 1 4000-84978
+43 1 4000-7219
mer@m09.magwien.gv.at
http://www.stadtbibliothek.wien.at
Mertens, Christian
+43 1 4000-84978
mer@m09.magwien.gv.at";https://www.lostart.de/de/Fund/5000003416;
Fundmeldung;Einzelobjekt;574282;"Liebmann [Verlag]";"Bühnenvertragsrecht : mit kurzen Erläuterungen";"1926 [Erscheinungsdatum]";Buch;37.c.1038-3;"Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"restituiert / Als Dauerleihgabe von den Erben erhaltenRückgabe erfolgtProvenienz: Angestelltenkammer BremenZugang: 1937.07.21
Status
restituiert";2018-01-16;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/574282;
Suchmeldung;Einzelobjekt;87642;"Stieda, Wilhelm [Autor:in]";"Deutsche Fayencenfabriken des 18. Jahrhunderts";;Buch;9456;"ohne Jahr";;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/87642;
Suchmeldung;Einzelobjekt;442440;;"Vergleich zwischen Graf Anton Günther und Fürst Johann zu Anhalt";"1667 [Dokumentdatum]";Archivgut;"Z 88, F 290 Nr. 21b";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/442440;
Suchmeldung;Einzelobjekt;84320;"Feigell [Autor:in]";"Entwickelung, Die, des Königlichen Polizei-Präsidiums zu Berlin in der Zeit von 1809-1909";"1909 [Erscheinungsdatum]";Buch;8765;;;2001-08-08;"Stiftung Stadtmuseum Berlin
10178 Berlin
(030) 24002150
(030) 24002187
info@stadtmuseum.de
http://www.stadtmuseum.de
Lukas Seidel
+49 (0) 353 059-820
fotothek@stadtmusuem.de";https://www.lostart.de/de/Verlust/84320;
Fundmeldung;Einzelobjekt;587417;;"Baltische Studien : pommersche Jahrbücher für Landesgeschichte ; zugleich Mitteilungsorgan der Historischen Kommission für Pommern und der Arbeitsgemeinschaft für Pommersche Kirchengeschichte e.V.";"1901 [Erscheinungsdatum]";Buch;"Dublette zu  9 VII AZ 1";"Stempel: Maćica Serbska w Budyšinje.; Stempel: Nord- und Ostdeutsche Forschungsgemeinschaft;NS-Raubgut";"Vorbesitzer: Maćica Serbska; Nord- und Ostdeutsche Forschungsgemeinschaft";2020-05-15;"Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft 
Forschungsbibliothek
Gisonenweg 5-7
35037 Marburg
+49 6421 184-202
+49 6421 184-139
mail@herder-institut.de
http://www.herder-institut.de";https://www.lostart.de/de/Fund/587417;
Fundmeldung;Einzelobjekt;526042;"Keller, Gottfried [Autor:in]
Cotta [Verlag]";"Gottfried Kellers gesammelte Werke : [Abt. 2], Die Leute von Seldwyla. - 1. Die Leute von Seldwyla : Erzählungen";"1906 [Erscheinungsdatum]";Buch;"ah 8053-4";"Eintrag: ""Dr. Hauptmann, Heidelberg 1906""Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"Aus jüdischem Eigentum; zurückgegeben an Vorbesitzer bzw. deren Erben im Oktober 2006Rückgabe erfolgtHauptmann, AlfredZugang: 1943 März 31
Status
restituiert";2015-03-16;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/526042;
Suchmeldung;Einzelobjekt;287467;"Porzellanmanufaktur Meissen [Manufaktur]";Teller;;"Kunsthandwerk / -gewerbe";1425;"Mit Hühnerdarstellungen; gleicher Teller wie Inventarnummer 1424";;2003-07-08;"Nahimov Prospekt 9 (проспект Нахімова 9)
99011 Sewastopol
+ 38 (0692) 540367
info@sevartmuseum.info
http://www.sevartmuseum.info
Natalia Bendyukova (Direktorin)
+38 (0692) 540367
bendyukova@yahoo.com";https://www.lostart.de/de/Verlust/287467;
Fundmeldung;Einzelobjekt;459148;"Sartori, Franz [Autor:in]
Doll [Verlag]";"Naturwunder des Oesterreichischen Kaiserthumes";;Buch;"Sammlung Lynar";;"Wilhelm-Friedrich Graf zu Lynar
Status
restituiert";2012-09-24;"Stadt- und Landesbibliothek Potsdam
Am Kanal 47
14467 Potsdam
+49 331 289-6401
+49 331 289-6402
http://www.bibliothek.potsdam.de
Frau Marion Mattekat (Direktorin)
+49 331 289-6400
mattekat@bibliothek.potsdam.de";https://www.lostart.de/de/Fund/459148;
Suchmeldung;Einzelobjekt;424702;"Unbekannt [Künstler:in]";"Stück Marokkoleder";;"Kunsthandwerk / -gewerbe";1827-БМ;"Objekt-Nr. 822; Ein Stück dunkelbraunes Marokkoleder.";;2010-11-30;"Richna Str. 133  C
98405 Bakhchisaray Crimea
+38 06554 42881 
hansaray@ukr.net ";https://www.lostart.de/de/Verlust/424702;
Suchmeldung;Einzelobjekt;149238;"Hofmann, Moritz [Autor:in]
Hagen [Verlag]";"Florae Altdorffinae Deliciae Sylvestres Sive Catalogus Plantarum In Agros Altdorffino Locisqve Vicinis Sponte Nascetium cum synonymis auctorum, design";"1662 [Erscheinungsdatum]";Buch;"Kb 8: 1328";;;2001-08-08;"August-Bebel-Str. 50a
06108 Halle (Saale)
+49 (0) 345 47 239 147
+49 (0) 345 47 239 149
bibliothek@leopoldina.org
http://www.leopoldina.org
Deutsche Akademie der Naturforscher Leopoldina e. V.
+49 (0) 345 47 239 147
bibliothek@leopoldina.org";https://www.lostart.de/de/Verlust/149238;
Fundmeldung;Einzelobjekt;532148;"Auerbach, Berthold [Autor:in]
Rütten & Loening [Verlag]";"Berthold Auerbach Briefe an seinen Freund Jakob Auerbach ; Bd. 1";"1884 [Erscheinungsdatum]";Buch;"Yz 16000-1/2<a>";"Weitere Informationen im Online-Katalog der Staatsbibliothek zu Berlin: Externer Link";"Vorbesitz: Rothholz, Wilhelm | Stempel | Erläuterung: überschrieben mit unleserlichem Autogramm | ProvenienzmerkmalZugang: Öffentliche Wissenschaftliche Bibliothek | NS-Raubgut | Erläuterung: Verdacht auf NS-Raubgut";2016-02-03;"Unter den Linden 8
10117 Berlin
+49 (0) 30 266 - 0
+49 (0) 30 266 331301 
https://staatsbibliothek-berlin.de/
Dr. Petra-Regine Dehnel (Wiss. Mitarbeiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436659
petra-regine.dehnel@sbb.spk-berlin.de
Heike Pudler (Referatsleiterin in der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436650
heike.pudler@sbb.spk-berlin.de
Michaela Scheibe (Stellv. Leiterin der Abteilung Handschriften und Historische Drucke)
+49 (0) 30 266 - 436551
michaela.scheibe@sbb.spk-berlin.de";https://www.lostart.de/de/Fund/532148;
Fundmeldung;Einzelobjekt;569934;"Hahn, Julius [Autor:in]
Troschel [Verlag]";"Das Krankenversicherungsgesetz mit den Abänderungsgesetzen und den die Krankenversicherung betreffenden Bestimmungen der übrigen Reichsversicherungsgesetze sowie den wichtigeren Ausführungsbesimmungen : mit Einleitung und Kommentar";"1905 [Erscheinungsdatum]";Buch;35.c.2136;"Weitere Informationen im Online-Katalog der Staats- und Universitätsbibliothek Bremen";"restituiert / Als Dauerleihgabe von den Erben erhaltenRückgabe erfolgtProvenienz: Arbeiterkammer BremenZugang: 1936.12.15
Status
restituiert";2017-10-11;"Staats- und Universitätsbibliothek Bremen
Bibliothekstraße
28359 Bremen
+49 (0)421 218 59610
suub@suub.uni-bremen.de
http://www.suub.uni-bremen.de
Müller, Maria-Elisabeth (Direktorin)
+49 (0)421 218 59400";https://www.lostart.de/de/Fund/569934;
Suchmeldung;Einzelobjekt;208764;"Unbekannt [Künstler:in]";Platte;;Gefäß;"Z.V. Nr. 2141";"Braunes Glas, rechteckige klassizistische Platte mit eingeschliffenem Porträt des jungen Napoleon";"Gekauft [1914-1916] von H. Bernh. Heilbrunn für _ Mark.";2001-08-08;"Stiftung Schloss Friedenstein 
Gotha
Schlossplatz 1
99867 Gotha
0049 (0) 03621 8234-0
0049 (0) 03621 8234-290
http://www.stiftungfriedenstein.de
Dr. Tobias Pfeifer-Helke (Stiftungsdirektor)
+49 (0) 621-8234 100
vorstand@stiftung-friedenstein.de
Dr. Timo Trümper (Kustode für Gemälde und Plastik)
+49 (0) 3621 8234 553
truemper@stiftung-friedenstein.de
Ronny Licht (Provenienzforscher)
+49 (0) 3621-82 34 329
ronny.licht@friedenstein-stiftung.de";https://www.lostart.de/de/Verlust/208764;"Zugangsverzeichnis Nr. 2141"
Suchmeldung;Einzelobjekt;274407;"Unbekannt (Russisch (Novgorod)) [Künstler:in]";"Der Erzengel Gabriel aus der Komposition ""Verkündigung"".";"1486/1500 [Datierung]";Malerei;"1392 906 283";"Ikone; oberer Teil der heiligen Pforte";;2003-02-24;"Tereshchenkivs'ka St. 9 (вул. Терещенківська 9)
01004 Kiew
+38 (044) 287-12-44
museumru@ukr.net
http://www.primetour.ua/de/excursions/museum/Kievskiy-muzey-russkogo-iskusstva.html
Yuri E. Vakulenko (Юрій Євгенович Вакуленко)  (Generaldirektor (Генеральний директор))
+38 (044) 287-12-44
museumru@ukr.net";https://www.lostart.de/de/Verlust/274407;
Fundmeldung;Einzelobjekt;588195;"Wilhelm Heinz [Autor:in]";"Deutsche Besiedelung";"1912 [Erscheinungsdatum]";Buch;"an 32 VII J 158 : 12";"Stempel auf dem Fliegenden Blatt des Konvoluts: Bücherei der Geschäftsstelle Berlin des Deutschen Ostmarken-Vereins; Stempel auf dem Fliegenden Blatt: Bücherei der Publikationsstelle; Auf dem Fliegenden Blatt: Zugangsnummer: Publikationsstelle Berlin-Dahlem: O.V.-Acc. 1096;NS-Raubgut";"Vorbesitzer: Deutscher Ostmarkenverein; Publikationsstelle Berlin-Dahlem";2020-05-15;"Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft 
Forschungsbibliothek
Gisonenweg 5-7
35037 Marburg
+49 6421 184-202
+49 6421 184-139
mail@herder-institut.de
http://www.herder-institut.de";https://www.lostart.de/de/Fund/588195;
Fundmeldung;Einzelobjekt;476564;"[S.l.] [Verlag]";"I. Todeserinnerung";"1850 [Erscheinungsdatum]";Buch;8.4.1197,82;"Zum Katalog der SLUB";"NS-Raubgut. Quelle: Zugangsbuch der Sächsischen Landesbibliothek ""ehemalige Freimaurerloge Meißen"", inventarisiert als Geschenk";2013-08-07;"Zellescher Weg 18
01054 Dresden
+49 (0) 351 4677 390
+49 (0) 351 4677 111
http://www.slub-dresden.de/startseite/
Jana Kocourek (Abteilungsleiterin Handschriften, Alte Drucke und Landeskunde)
+49 (0)351 4677 520
Jana.Kocourek@slub-dresden.de";https://www.lostart.de/de/Fund/476564;
Suchmeldung;Einzelobjekt;575270;"Unbekannt [Künstler:in]";"Historisches Bild";;Gemälde;483;"Vor einem prächtigen mit Säulen gezierten Gebäude sitzt ein in einen roten Mantel gehüllter Mann auf einem Sessel. Hinter ihm 2 Krieger mit Helm und Brustharnisch. Vor ihm eine stehende Frau, in blauem Gewand, über das ein roter Mantel geworfen ist. Neben und hinter ihr eine Gruppe Personen, eine Frau davon bückt sich über einen mit Geschmeideangefüllten Kasten.";"Die aufgeführten Gemälde der Bückeburger Galerie sind während der Besatzungszeit von 1945 bis 1951 verlorengegangen (sh. Verlorene Werke der Malerei, 1965, Seite 78-79.)";2018-02-20;"Fürstliche Schloßverwaltung
Alexander vom Hofe/Madrid
Schloßplatz 1
31675 Bückeburg
+49 (0) 57 22 - 9558-30
+49 (0) 5722 - 9558 58
info@schloss-bueckeburg.de
http://www.schloss-bueckeburg.de
Stiftung Deutsches Zentrum Kulturgutverluste
+49 (0) 391 727 763 0
lostart@kulturgutverluste.de";https://www.lostart.de/de/Verlust/575270;
Suchmeldung;Einzelobjekt;441425;;"Die Bestrafung der Huren mit dem Zuchthause oder mit Gelde nach der Landesordnung auf höchsten Befehl und Verordnung vom 17.3.1755 Vol. I-II";"1755-1791 [Dokumentdatum]";Archivgut;"Z 18, C 8a Nr. 50";;"ehemaliges Staatsarchiv Zerbst";2011-09-13;"Landeshauptarchiv
Sachsen-Anhalt
Brückstraße 2
39114 Magdeburg
+49 (0) 391 59806-0
+49 (0) 391 59806-600
poststelle@lha.mi.sachsen-anhalt.de
http://www.lha.sachsen-anhalt.de
Volkmar, Dr. Christoph (Koordinator Lost Art)
+49 (0) 391 59806 230
volkmar@lha.mi.sachsen-anhalt.de";https://www.lostart.de/de/Verlust/441425;
Fundmeldung;Einzelobjekt;425853;"Azais, Pierre Hyacinthe [Autor:in]
André [Verlag]";"Jugement impartial sur Napoléon, ou considérations philosophiques sur son caractère, son élévation, sa chute, et les résultats de son gouvernement : suivies d'un parallèle entre Napoléon et Cromwell; entre la révolution d'Angleterre et la révolution française";"1820 [Erscheinungsdatum]";Buch;;"Weitere Informationen im Campus-Katalog Bibliothekssystem der Universität Hamburg: Externer Link";"Provenienz: Finck, Rudolf Carl von / Exlibris / MonogrammVorbesitz: Petschek, Ignaz | Exlibris | ProvenienzmerkmalVorbesitz: Petschek, Helene | Exlibris | ProvenienzmerkmalVorbesitz: Reichstauschstelle | NS-Raubgut | Erläuterung: LieferantVorbesitz: Reichstauschstelle | Notiz | Nummer 2820/45Zugang: Bibliothek der Hansestadt Hamburg | Datum 1944Abgang: Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky | Restitution | Datum 2013-07-17
Status
restituiert";2010-11-25;"Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky
Von-Melle-Park 3
20146 Hamburg
(040) 040 42838 3352
http://www.sub.uni-hamburg.de
Blödorn-Meyer, Dr. Petra (Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste)
040 42838 5858
Hauptabteilung Collectionen, Bestandsaufbau, Catalogdienste
nsraubgut@sub.uni-hamburg.de";https://www.lostart.de/de/Fund/425853;
